gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
t0000,1,1,CHR_THIS,These settings are for checking mob placement during day/evening/night. Remove these once they are no longer needed.,These settings are for checking mob placement<br/>during day/evening/night. Remove these once they<br/>are no longer needed.,CHR_THIS,昼・夕・夜のモブ配置確認用です。 ※不要になりましたら削除をお願いいたします。,昼・夕・夜のモブ配置確認用です。<br/>※不要になりましたら削除をお願いいたします。,,
t0000,16,231,Motona,"I'm curious how the soba came out—depending on how she used my buckwheat, the flavor profile can change dramatically.","I'm curious how the soba came out—depending on<br/>how she used my buckwheat, the flavor profile can<br/>change dramatically.",モトナ,蕎麦切りの味は勿論だけど、 私が挽いた蕎麦粉の味も気になるし……,蕎麦切りの味は勿論だけど、<br/>私が挽いた蕎麦粉の味も気になるし……,,
t0000,16,232,Motona,I should ask her for a taste!,I should ask her for a taste!,モトナ,はやい内に食べさせて もらいに行かないとね！,はやい内に食べさせて<br/>もらいに行かないとね！,,
t0000,16,233,Motona,There are many different kinds of buckwheat dough—the flavor and texture vary based on the ratio of buckwheat to normal wheat flour.,There are many different kinds of buckwheat<br/>dough—the flavor and texture vary based on the ratio<br/>of buckwheat to normal wheat flour.,モトナ,蕎麦の生地にも色々あるそうだけど…… 代表的な作り方は２通りあるわ。,蕎麦の生地にも色々あるそうだけど……<br/>代表的な作り方は２通りあるわ。,,
t0000,16,234,Motona,"100% dough, true to its name, uses buckwheat flour only.","100% dough, true to its name, uses buckwheat<br/>flour only.",モトナ,蕎麦粉のみを使って生地を作る 『十割蕎麦』と……,蕎麦粉のみを使って生地を作る<br/>『十割蕎麦』と……,,
t0000,16,235,Motona,"80% dough is also popular—that's 80% buckwheat, 20% wheat.","80% dough is also popular—that's 80% buckwheat,<br/>20% wheat.",モトナ,小麦粉２割、蕎麦粉８割で作る 『二八蕎麦』ね。,小麦粉２割、蕎麦粉８割で作る<br/>『二八蕎麦』ね。,,
t0000,16,236,Motona,"Neither is strictly better, per se—it comes down to personal preference. But I hope that helps point you in the right direction!","Neither is strictly better, per se—it comes down to<br/>personal preference. But I hope that helps point you<br/>in the right direction!",モトナ,どっちがいいのかまで分からないけど、 少しでも蕎麦切り作りの参考になれば嬉しいわ。,どっちがいいのかまで分からないけど、<br/>少しでも蕎麦切り作りの参考になれば嬉しいわ。,,
t0000,16,237,Motona,How did you find our galettes?,How did you find our galettes?,モトナ,うちの村の名物、ガレットは美味しかったかしら？,うちの村の名物、ガレットは美味しかったかしら？,,
t0000,16,238,Motona,Not a lot of people know that their unique taste comes from the traditionally Eastern flour we use.,Not a lot of people know that their unique taste<br/>comes from the traditionally Eastern flour we use.,モトナ,ガレットに東方由来の蕎麦粉が使われているのは、 意外と知られていないようだけど……,ガレットに東方由来の蕎麦粉が使われているのは、<br/>意外と知られていないようだけど……,,
t0000,16,239,Motona,"From what I hear, my family imported buckwheat flour to the village from the East.","From what I hear, my family imported buckwheat<br/>flour to the village from the East.",モトナ,蕎麦粉を持ち込んだのって、うちの家系の ご先祖様だったらしいのよね。,蕎麦粉を持ち込んだのって、うちの家系の<br/>ご先祖様だったらしいのよね。,,
t0000,16,240,Motona,My husband and I manage the buckwheat mill here in Creil.,My husband and I manage the buckwheat mill<br/>here in Creil.,モトナ,私は夫と一緒に、蕎麦挽きの管理をやっているわ。,私は夫と一緒に、蕎麦挽きの管理をやっているわ。,,
t0000,16,241,Motona,"I don't do so for tradition's sake, though—more than anything, I'm just happy to contribute to our village's specialty!","I don't do so for tradition's sake, though—more than<br/>anything, I'm just happy to contribute to our<br/>village's specialty!",モトナ,先祖がどうとか関係無く、 村の名物を支える仕事は誇らしいわね。,先祖がどうとか関係無く、<br/>村の名物を支える仕事は誇らしいわね。,,
t0000,17,242,Gonzales,"Annie's a shrinkin' violet, I tell ya, but she really puts a smile on my face.","Annie's a shrinkin' violet, I tell ya, but she really puts<br/>a smile on my face.",ゴンザレス,ガハハハッ！ それでよ、うちの娘は普段は控えめに見えるが……,ガハハハッ！<br/>それでよ、うちの娘は普段は控えめに見えるが……,,
t0000,17,243,Gonzales,"My wife was givin' me a hard time the other day, and y'know what Annie did? She stepped up to bat for me!","My wife was givin' me a hard time the other day, and<br/>y'know what Annie did? She stepped up to bat<br/>for me!",ゴンザレス,この前俺が嫁さんに虐められてた時、 ちょっとだけ庇ってくれたのさ！,この前俺が嫁さんに虐められてた時、<br/>ちょっとだけ庇ってくれたのさ！,,
t0000,17,244,Gonzales,"That was the happiest I've felt all year, gahaha! Love her to death, the kid.","That was the happiest I've felt all year, gahaha!<br/>Love her to death, the kid.",ゴンザレス,今年に入って一番の思い出だ！ まったく、俺の娘はまさにこの世の宝だぜ！,今年に入って一番の思い出だ！<br/>まったく、俺の娘はまさにこの世の宝だぜ！,,
t0000,17,245,Gonzales,"Y'can imagine my wife's pretty headstrong, herself. Takes a stubborn one to put up with me!","Y'can imagine my wife's pretty headstrong, herself.<br/>Takes a stubborn one to put up with me!",ゴンザレス,しっかし、俺は見ての通りだし、 嫁も気が強いからなァ！,しっかし、俺は見ての通りだし、<br/>嫁も気が強いからなァ！,,
t0000,17,246,Gonzales,"Kent took after us, for sure. Kid's always gettin' his nose in stuff.","Kent took after us, for sure. Kid's always gettin' his<br/>nose in stuff.",ゴンザレス,元気で怖いもの知らずなケントは 俺ら両方に似たんだろうが……,元気で怖いもの知らずなケントは<br/>俺ら両方に似たんだろうが……,,
t0000,17,247,Gonzales,"But Annie, my sweet li'l angel, she's just perfect. Where'd she get that from, I wonder...?","But Annie, my sweet li'l angel, she's just perfect.<br/>Where'd she get that from, I wonder...?",ゴンザレス,威勢は足りんが芯の強い愛しのアニーは、 一体誰に似たんだろうなァ！,威勢は足りんが芯の強い愛しのアニーは、<br/>一体誰に似たんだろうなァ！,,
t0000,17,248,Gonzales,Phew! 'Nother day of farmin' done—I worked up a good sweat. Time to kick back with a cold one!,Phew! 'Nother day of farmin' done—I worked up a<br/>good sweat. Time to kick back with a cold one!,ゴンザレス,ふう、今日も農作業が終わったぜ。 良い汗かいた、あとはビールで１日の締めだ。,ふう、今日も農作業が終わったぜ。<br/>良い汗かいた、あとはビールで１日の締めだ。,,
t0000,17,249,Gonzales,"...Eh, y'know, maybe not. Wife doesn't like me doin' that too much... She scares the hell outta me when she's mad.","...Eh, y'know, maybe not. Wife doesn't like me doin'<br/>that too much... She scares the hell outta me when<br/>she's mad.",ゴンザレス,っと、でもそろそろ少しは控えめにすっかな。 カミさん、ああ見えて怒らせると怖いしよ。,っと、でもそろそろ少しは控えめにすっかな。<br/>カミさん、ああ見えて怒らせると怖いしよ。,,
t0000,17,250,Gonzales,"Feel like I wouldn't be settin' the right example for Annie, either. Can't bear to think of her hatin' me... Makes me wanna cry!","Feel like I wouldn't be settin' the right example for<br/>Annie, either. Can't bear to think of her hatin' me...<br/>Makes me wanna cry!",ゴンザレス,酒臭くして年頃のアニーに嫌われたりした日にゃ、 それこそ生きていけんしな、ガハハハッ！,酒臭くして年頃のアニーに嫌われたりした日にゃ、<br/>それこそ生きていけんしな、ガハハハッ！,,
t0000,17,251,Gonzales,"Giovanna's been messin' with some kinda recipe lately. What was it, uhh...","Giovanna's been messin' with some kinda<br/>recipe lately. What was it, uhh...",ゴンザレス,そういや、最近嫁さんが 料理のレシピで悩んでるそうなんだよ！,そういや、最近嫁さんが<br/>料理のレシピで悩んでるそうなんだよ！,,
t0000,17,252,Gonzales,"Soba noodles? That sounds kinda right. Ah, whatever it is, I'm sure it'll be delicious!","Soba noodles? That sounds kinda right. Ah, whatever<br/>it is, I'm sure it'll be delicious!",ゴンザレス,確か、ソバキリとか言ってたっけな……？ 完成するのが楽しみだぜェ！,確か、ソバキリとか言ってたっけな……？<br/>完成するのが楽しみだぜェ！,,
t0000,17,253,Gonzales,"Oh, yeah! Giovanna made those soba noodles she was talkin' about.","Oh, yeah! Giovanna made those soba noodles she was<br/>talkin' about.",ゴンザレス,嫁さんから聞いたんだが、 ついに蕎麦切りが完成したんだってな！？,嫁さんから聞いたんだが、<br/>ついに蕎麦切りが完成したんだってな！？,,
t0000,17,254,Gonzales,I knew she'd been worried about 'em for a while. Glad they came out right!,I knew she'd been worried about 'em for a while.<br/>Glad they came out right!,ゴンザレス,ここ最近、上手くいかねえって悩んでたからな。 レシピが完成してよかったぜェ！,ここ最近、上手くいかねえって悩んでたからな。<br/>レシピが完成してよかったぜェ！,,
t0000,17,255,Gonzales,Better get my butt home so I can give 'em a try!,Better get my butt home so I can give 'em a try!,ゴンザレス,どれ、家に帰ったら 早速食べさせてもらうとすっかなァ！,どれ、家に帰ったら<br/>早速食べさせてもらうとすっかなァ！,,
t0000,17,256,Gonzales,"Awright, time to wrap this up!","Awright, time to wrap this up!",ゴンザレス,さぁて、今日も農作業に励むとすっか！,さぁて、今日も農作業に励むとすっか！,,
t0000,17,257,Gonzales,"Come to think of it, I saw Kent and Annie playin' down by the river today.","Come to think of it, I saw Kent and Annie playin'<br/>down by the river today.",ゴンザレス,そういやうちの娘と息子は 川辺の方で遊んでるようだが──,そういやうちの娘と息子は<br/>川辺の方で遊んでるようだが──,,
t0000,17,258,Gonzales,"Now, Kent's unstoppable, I tell ya. Annie, though? She's nothin' like him!","Now, Kent's unstoppable, I tell ya. Annie, though?<br/>She's nothin' like him!",ゴンザレス,息子は元気の塊、娘の方は ちとばかり控えめってな具合でよ！,息子は元気の塊、娘の方は<br/>ちとばかり控えめってな具合でよ！,,
t0000,17,259,Gonzales,"I love 'em both to death, of course—just funny to see how different they ended up!","I love 'em both to death, of course—just funny to see<br/>how different they ended up!",ゴンザレス,親としちゃどっちも可愛いが 全くもって正反対な二人だぜ、ガハハッ！,親としちゃどっちも可愛いが<br/>全くもって正反対な二人だぜ、ガハハッ！,,
t0000,18,260,Giovanna,"Now, Kent, give him some space, okay?","Now, Kent, give him some space, okay?",ジョバンナ,ふふっ、ケントったら…… 今はそっとしてあげなさいな。,ふふっ、ケントったら……<br/>今はそっとしてあげなさいな。,,
t0000,18,261,Giovanna,Lashkar's really come into his own—I see a dependable young man in his future.,Lashkar's really come into his own—I see a dependable<br/>young man in his future.,ジョバンナ,それにしても、あのラシュカル君も 頼もしくなったわよねぇ。,それにしても、あのラシュカル君も<br/>頼もしくなったわよねぇ。,,
t0000,18,262,Giovanna,He's been talking about how he wants to be a bracer when he grows up. I bet he'd get along well with Annie! She's a smart cookie herself.,He's been talking about how he wants to be a bracer<br/>when he grows up. I bet he'd get along well<br/>with Annie! She's a smart cookie herself.,ジョバンナ,最近は遊撃士になりたいって言ってるし しっかり者のアニーには案外お似合いかもね。,最近は遊撃士になりたいって言ってるし<br/>しっかり者のアニーには案外お似合いかもね。,,
t0000,18,263,Giovanna,Annie is a bit apprehensive... I think she gets that from me. But Kent is her polar opposite—I have no idea who he takes after!,Annie is a bit apprehensive... I think she gets that<br/>from me. But Kent is her polar opposite—I have no<br/>idea who he takes after!,ジョバンナ,アニーが真面目で慎重なのは私似として、 ケントのやんちゃは誰似なのかしらねぇ。,アニーが真面目で慎重なのは私似として、<br/>ケントのやんちゃは誰似なのかしらねぇ。,,
t0000,18,264,Giovanna,"...Well, I do have an idea, being honest, but Gonzales is still a good man. I understand Kent looking up to him.","...Well, I do have an idea, being honest, but Gonzales<br/>is still a good man. I understand Kent looking up<br/>to him.",ジョバンナ,まあ、十中八九あの飲んだくれなんだろうけど、 それでも憎めない可愛さが、子供の不思議な所よ。,まあ、十中八九あの飲んだくれなんだろうけど、<br/>それでも憎めない可愛さが、子供の不思議な所よ。,,
t0000,18,265,Giovanna,"So far, we've had a great harvest. I think this year's festival will be plenty grand to go with it.","So far, we've had a great harvest. I think this year's<br/>festival will be plenty grand to go with it.",ジョバンナ,今年は中々の豊作でね。 収穫祭もちょっと豪華にやるつもりなの。,今年は中々の豊作でね。<br/>収穫祭もちょっと豪華にやるつもりなの。,,
t0000,18,266,Giovanna,"And thanks to you, I have a special dish I can bring to the feast. I'm sure it'll be a festival to remember, heehee!","And thanks to you, I have a special dish I can bring to<br/>the feast. I'm sure it'll be a festival to<br/>remember, heehee!",ジョバンナ,ふふっ、おかげで蕎麦切りの方も 目途がついたし、全力で盛り上げちゃうわよ！,ふふっ、おかげで蕎麦切りの方も<br/>目途がついたし、全力で盛り上げちゃうわよ！,,
t0000,18,267,Giovanna,"Oh, if you're interested, you don't have to be a villager to enjoy the festival. If you have the time, we'd be happy to see you.","Oh, if you're interested, you don't have to be a villager<br/>to enjoy the festival. If you have the time, we'd be<br/>happy to see you.",ジョバンナ,ちなみに村人じゃなくても大歓迎だから もし良かったら遊びに来て頂戴ね。,ちなみに村人じゃなくても大歓迎だから<br/>もし良かったら遊びに来て頂戴ね。,,
t0000,18,268,Giovanna,"Say, has anyone ever told you about our harvest festival?","Say, has anyone ever told you about our harvest<br/>festival?",ジョバンナ,そう言えば、秋の収穫祭の話は聞いた？,そう言えば、秋の収穫祭の話は聞いた？,,
t0000,18,269,Giovanna,"The year before last, we had to put the festival on hold due to the war... But as of last autumn, we're back on schedule.","The year before last, we had to put the festival on<br/>hold due to the war... But as of last autumn, we're<br/>back on schedule.",ジョバンナ,一昨年は戦争で中止になったけど、 去年に続いて今年も無事に開催できそうでね。,一昨年は戦争で中止になったけど、<br/>去年に続いて今年も無事に開催できそうでね。,,
t0000,18,270,Giovanna,"We had a good harvest this year, so we really want to make this festival count. We're planning a feast for everyone in the village!","We had a good harvest this year, so we really want to<br/>make this festival count. We're planning a feast for<br/>everyone in the village!",ジョバンナ,豊作でもあったし、例年にない美味しいものを みんなに振る舞おうと思ってるの。,豊作でもあったし、例年にない美味しいものを<br/>みんなに振る舞おうと思ってるの。,,
t0000,18,271,Giovanna,"Anyone and everyone is welcome—if you have the time, we'd love to see you there!","Anyone and everyone is welcome—if you have the<br/>time, we'd love to see you there!",ジョバンナ,村人じゃなくても大歓迎だから もし良かったら遊びに来て頂戴ね。,村人じゃなくても大歓迎だから<br/>もし良かったら遊びに来て頂戴ね。,,
t0000,18,272,Giovanna,I did tell Motona and Gonzales about the soba.,I did tell Motona and Gonzales about the soba.,ジョバンナ,モトナさんや主人にも 蕎麦切りの事を伝えてきたわ。,モトナさんや主人にも<br/>蕎麦切りの事を伝えてきたわ。,,
t0000,18,273,Giovanna,"I still have plenty of leftovers, so they're welcome to a taste, too.","I still have plenty of leftovers, so they're welcome to a<br/>taste, too.",ジョバンナ,せっかくだもの、まだ残りがあるから 食べていってほしいと思って。,せっかくだもの、まだ残りがあるから<br/>食べていってほしいと思って。,,
t0000,18,274,Giovanna,"With practice, I'm sure I'll make some wonderful noodles in time for the festival!","With practice, I'm sure I'll make some wonderful<br/>noodles in time for the festival!",ジョバンナ,ふふ、この調子でもっと腕をあげて 今度は収穫祭で皆を笑顔にしたいわね！,ふふ、この調子でもっと腕をあげて<br/>今度は収穫祭で皆を笑顔にしたいわね！,,
t0000,18,275,Giovanna,"If you wouldn't mind checking with Motona and Mayor Weng for me, I'd appreciate it.","If you wouldn't mind checking with Motona and<br/>Mayor Weng for me, I'd appreciate it.",ジョバンナ,それじゃあウェン村長とモトナさんに 聞き込みをお願いするわね。,それじゃあウェン村長とモトナさんに<br/>聞き込みをお願いするわね。,,
t0000,18,276,Giovanna,I'll finish the rest of my housework while you're out.,I'll finish the rest of my housework while you're out.,ジョバンナ,その間に私は 他の家事を済ませておこうかしら。,その間に私は<br/>他の家事を済ませておこうかしら。,,
t0000,18,277,Giovanna,Ah! Hello there. Are you travelers? I didn't see you among those bus riders.,Ah! Hello there. Are you travelers? I didn't see you<br/>among those bus riders.,ジョバンナ,あら、旅行者の人たちかしら？ バスの人とは違うようだけど。,あら、旅行者の人たちかしら？<br/>バスの人とは違うようだけど。,,
t0000,18,278,Giovanna,"We're not the busiest town in the world, but I hope you enjoy your time here, nonetheless. Just relax and unwind—it's what our village does best.","We're not the busiest town in the world, but I hope<br/>you enjoy your time here, nonetheless. Just relax and<br/>unwind—it's what our village does best.",ジョバンナ,娯楽は無いけど、のんびりするには良い村よ。 何にしてもゆっくりしていくと良いわ。,娯楽は無いけど、のんびりするには良い村よ。<br/>何にしてもゆっくりしていくと良いわ。,,
t0000,18,279,Giovanna,"Oh, and if you get the chance, try some vegetables from Martha's shop! They're like our village's hidden gems.","Oh, and if you get the chance, try some vegetables<br/>from Martha's shop! They're like our village's<br/>hidden gems.",ジョバンナ,ここにいるマーサさんの直売野菜もどう？ どれも質が良くて、隠れた名物なの。,ここにいるマーサさんの直売野菜もどう？<br/>どれも質が良くて、隠れた名物なの。,,
t0000,18,280,Giovanna,"She carries the pumpkins we grow, too.","She carries the pumpkins we grow, too.",ジョバンナ,あたしのところで作ってる カボチャも当然あるわ。,あたしのところで作ってる<br/>カボチャも当然あるわ。,,
t0000,18,281,Giovanna,"Galettes, of course, are our specialty, but they're not all we make. We have a bountiful range of crops here.","Galettes, of course, are our specialty, but they're not<br/>all we make. We have a bountiful range of crops here.",ジョバンナ,ガレットが特に有名だけど、 他にもうちの村は色々と名産揃いよ。,ガレットが特に有名だけど、<br/>他にもうちの村は色々と名産揃いよ。,,
t0000,18,282,Giovanna,"My husband can grow pumpkins with the very best of them. He hides a real green thumb beneath that, er...boorish exterior.","My husband can grow pumpkins with the very best<br/>of them. He hides a real green thumb beneath that,<br/>er...boorish exterior.",ジョバンナ,うちのだらしない亭主が作るカボチャでさえ、 そこいらの品よりは質が良いっていうし。,うちのだらしない亭主が作るカボチャでさえ、<br/>そこいらの品よりは質が良いっていうし。,,
t0000,19,283,Annie,"I can always count on Lashkar, heehee. I'm excited to go to the capital with him!","I can always count on Lashkar, heehee. I'm excited to<br/>go to the capital with him!",アニー,ふふ、ラシュカル君はいつも頼りになるよね。 首都に行くのもとっても楽しみ……！,ふふ、ラシュカル君はいつも頼りになるよね。<br/>首都に行くのもとっても楽しみ……！,,
t0000,19,284,Annie,But...I wonder why he won't play with me and Kent anymore.,But...I wonder why he won't play with me and<br/>Kent anymore.,アニー,でも……だったらどうして、最近はわたしや ケントと遊んでくれなくなってたのかなぁ？,でも……だったらどうして、最近はわたしや<br/>ケントと遊んでくれなくなってたのかなぁ？,,
t0000,19,285,Annie,I come to the square to walk Nero a lot.,I come to the square to walk Nero a lot.,アニー,この広場でね、 よくネロのおさんぽをしてたんだ。,この広場でね、<br/>よくネロのおさんぽをしてたんだ。,,
t0000,19,286,Annie,"Nero might have gone somewhere he knows from our walks... I'll look for him around here. Let's split up, okay?","Nero might have gone somewhere he knows from<br/>our walks... I'll look for him around here. Let's split<br/>up, okay?",アニー,慣れた場所に来るかもしれないから、 わたしはここで探す事にするね。,慣れた場所に来るかもしれないから、<br/>わたしはここで探す事にするね。,,
t0000,19,287,Annie,Please help me find him...!,Please help me find him...!,アニー,ネロのこと、 どうかよろしくお願いします……！,ネロのこと、<br/>どうかよろしくお願いします……！,,
t0000,19,288,Annie,"I'm sorry I'm so annoying with this, Lashkar...","I'm sorry I'm so annoying with this, Lashkar...",アニー,それと、ラシュカルも…… 迷惑をかけてごめんね。,それと、ラシュカルも……<br/>迷惑をかけてごめんね。,,
t0000,19,289,Lashkar,"Hey, don't sweat it! You're my friend.","Hey, don't sweat it! You're my friend.",ラシュカル,気にするなって！ 友達なんだからトーゼンだろ！,気にするなって！<br/>友達なんだからトーゼンだろ！,,
t0000,19,290,Annie,"Nero looks kinda stressed out, so I'm gonna bring him home.","Nero looks kinda stressed out, so I'm gonna bring<br/>him home.",アニー,猫のネロが何だか落ち着かないみたいだから、 そろそろ帰ろうと思うんだけど……,猫のネロが何だか落ち着かないみたいだから、<br/>そろそろ帰ろうと思うんだけど……,,
t0000,19,291,Annie,Kent just has so much energy. We have to drag him back inside whenever we play!,Kent just has so much energy. We have to drag him<br/>back inside whenever we play!,アニー,ケント、一度お外に出ると いつまでも遊びたがっちゃうから……,ケント、一度お外に出ると<br/>いつまでも遊びたがっちゃうから……,,
t0000,20,292,Annie,"Thank you so much for helping me find Nero, Lashkar!","Thank you so much for helping me find Nero, Lashkar!",アニー,ラシュカル君、改めて今日はありがとうね。 ネロを探してくれて……,ラシュカル君、改めて今日はありがとうね。<br/>ネロを探してくれて……,,
t0000,20,293,Lashkar,"No problem... I-I mean, of course! It's all in a day's work for a bracer trainee!","No problem... I-I mean, of course! It's all in a day's<br/>work for a bracer trainee!",ラシュカル,お、おうよ……遊撃士目指してるんだから、 これくらい当然だって！,お、おうよ……遊撃士目指してるんだから、<br/>これくらい当然だって！,,
t0000,20,294,Lashkar,"I'm just glad Nero's okay. I don't like seeing you sad. It...makes me sad, too.","I'm just glad Nero's okay. I don't like seeing you sad.<br/>It...makes me sad, too.",ラシュカル,それより、ネロも無事でよかったな。 アニーもやっぱり笑ってる顔の方が似合うぜ！,それより、ネロも無事でよかったな。<br/>アニーもやっぱり笑ってる顔の方が似合うぜ！,,
t0000,20,295,Annie,"Aww, heehee. Thanks, Lashkar. I know you'll be a bracer some day—you're so kind and strong!","Aww, heehee. Thanks, Lashkar. I know you'll be a<br/>bracer some day—you're so kind and strong!",アニー,ふふ、ありがとう……ラシュカル君は優しいね。 それに強いし、きっと遊撃士にもなれるよ。,ふふ、ありがとう……ラシュカル君は優しいね。<br/>それに強いし、きっと遊撃士にもなれるよ。,,
t0000,20,296,Lashkar,"I, uh... Wow, thanks! Now I wanna be a bracer even more!","I, uh... Wow, thanks! Now I wanna be a bracer<br/>even more!",ラシュカル,そ、そうだな……アニーに言ってもらえると 俄然やる気が出てくるぜ！,そ、そうだな……アニーに言ってもらえると<br/>俄然やる気が出てくるぜ！,,
t0000,20,297,Lashkar,"O-Oh, umm... Just wanted to ask. Do you wanna, maybe...go to the capital some time? Together, I mean?","O-Oh, umm... Just wanted to ask. Do you wanna,<br/>maybe...go to the capital some time? Together,<br/>I mean?",ラシュカル,そ、そうだ……もし良かったら、 いつか一緒に首都に行ってみないか？,そ、そうだ……もし良かったら、<br/>いつか一緒に首都に行ってみないか？,,
t0000,20,298,Lashkar,"I-I mean, I just wanna see the main guild branch there! You can tag along and we can, uh... t-tour around?","I-I mean, I just wanna see the main guild<br/>branch there! You can tag along and we can, uh...<br/>t-tour around?",ラシュカル,ほら、ギルドの総支部ってところも見学したいし、 一緒に首都観光でもさ……,ほら、ギルドの総支部ってところも見学したいし、<br/>一緒に首都観光でもさ……,,
t0000,20,299,Annie,"Well, if you'd let me, then...yeah!","Well, if you'd let me, then...yeah!",アニー,いいの？　それなら、 わたしもついていきたいかも。,いいの？　それなら、<br/>わたしもついていきたいかも。,,
t0000,20,300,Annie,I bet it'll be really fun seeing the capital together!,I bet it'll be really fun seeing the capital together!,アニー,ふふっ、ラシュカル君と一緒なら きっととっても楽しいもの！,ふふっ、ラシュカル君と一緒なら<br/>きっととっても楽しいもの！,,
t0000,21,301,Annie,"Come on, Kent. Let's go home, okay? I think Nero's anxious... Maybe he wants to sleep.","Come on, Kent. Let's go home, okay? I think<br/>Nero's anxious... Maybe he wants to sleep.",アニー,ほらケント、そろそろお家に帰らない？ 何だかネロも落ち着かないみたいだし……,ほらケント、そろそろお家に帰らない？<br/>何だかネロも落ち着かないみたいだし……,,
t0000,21,302,Kent,"Aww, I wanna stay outside! There are so many new people to play with!","Aww, I wanna stay outside! There are so many new<br/>people to play with!",ケント,え～、もっとアソぼうよ～！ なんかヒトもイッパイ来ててオモシロいし！,え～、もっとアソぼうよ～！<br/>なんかヒトもイッパイ来ててオモシロいし！,,
t0000,21,303,Kent,"Ooh, ooh! Annie, there's a crab!","Ooh, ooh! Annie, there's a crab!",ケント,あっ、お姉ちゃんみてみて！ カニさんいるよっ！,あっ、お姉ちゃんみてみて！<br/>カニさんいるよっ！,,
t0000,21,304,Annie,"You get way too excited, Kent...","You get way too excited, Kent...",アニー,も、もう……ケントったらほんとうに やんちゃなんだから……,も、もう……ケントったらほんとうに<br/>やんちゃなんだから……,,
t0000,21,305,Annie,Something about that old man really scared me... I wonder what he was doing all the way out here in the village?,Something about that old man really scared me...<br/>I wonder what he was doing all the way out here in<br/>the village?,アニー,この前も村に来た恐そうなおじさん達に 遊んでもらっててお姉ちゃんひやひやしたんだよ？,この前も村に来た恐そうなおじさん達に<br/>遊んでもらっててお姉ちゃんひやひやしたんだよ？,,
t0000,22,306,Kent,"Lashkar wanted to play, too...","Lashkar wanted to play, too...",ケント,おうちに帰るまで、ラシュカル兄ちゃんも いっしょにあそびたかったんだけど……,おうちに帰るまで、ラシュカル兄ちゃんも<br/>いっしょにあそびたかったんだけど……,,
t0000,22,307,Kent,...but Mommy said not right now.,...but Mommy said not right now.,ケント,ママが今はダメだっていうの。,ママが今はダメだっていうの。,,
t0000,22,308,Kent,"I don't get it... Can we play with him tomorrow, then?","I don't get it... Can we play with him<br/>tomorrow, then?",ケント,う～ん、よくわかんないけど…… 明日になったらいいのかな～？,う～ん、よくわかんないけど……<br/>明日になったらいいのかな～？,,
t0000,22,309,Kent,"Oh, no... Where's Nero gone? I don't see him anywhere...","Oh, no... Where's Nero gone? I don't see<br/>him anywhere...",ケント,はぁ……ネロは一体どこに 行っちゃったんだろう……,はぁ……ネロは一体どこに<br/>行っちゃったんだろう……,,
t0000,22,310,Kent,I hope we find him before sundown...,I hope we find him before sundown...,ケント,夜になっちゃう前に 見つけられたらいいんだけどなぁ……,夜になっちゃう前に<br/>見つけられたらいいんだけどなぁ……,,
t0000,22,311,Kent,"Hi there, mister crab. You don't mind if I catch you, right?","Hi there, mister crab. You don't mind if I catch<br/>you, right?",ケント,カニさん、つかまえられないかなぁ～？,カニさん、つかまえられないかなぁ～？,,
t0000,22,312,Kent,"Ooh, I bet Annie and Nero will flip when I show them!","Ooh, I bet Annie and Nero will flip when I<br/>show them!",ケント,えへへっ、お姉ちゃんやネロにも みせてあげたいんだけど！,えへへっ、お姉ちゃんやネロにも<br/>みせてあげたいんだけど！,,
t0000,23,313,Kent,"It's okay, Annie...","It's okay, Annie...",ケント,元気だしてよ姉ちゃん……,元気だしてよ姉ちゃん……,,
t0000,23,314,Kent,I know Lashkar will find him! He's gotta!,I know Lashkar will find him! He's gotta!,ケント,きっとラシュカルお兄ちゃんが 何とかしてくれるって……！,きっとラシュカルお兄ちゃんが<br/>何とかしてくれるって……！,,
t0000,23,315,Annie,"I know, I just...","I know, I just...",アニー,うん……分かってるけど……,うん……分かってるけど……,,
t0000,23,316,Ferry,(Sounds like they've got trouble on their hands.),(Sounds like they've got trouble on their hands.),フェリ,（何かトラブルでしょうか……）,（何かトラブルでしょうか……）,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t0000,23,317,Van,"(I feel for 'em, but we don't have the time to spare. We need to sort out our own business first.)","(I feel for 'em, but we don't have the time to spare.<br/>We need to sort out our own business first.)",ヴァン,（ちょいと気になるが……   今は情報集めを優先するぞ。）,（ちょいと気になるが……<br/>  今は情報集めを優先するぞ。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t0000,23,318,Agnes,(Let's see if we can help them after we're done.),(Let's see if we can help them after we're done.),アニエス,（では後で声をかけましょうか。）,（では後で声をかけましょうか。）,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t0000,24,319,Annie,"Oh, Nero, I'm so glad you're safe...!","Oh, Nero, I'm so glad you're safe...!",アニー,ふふ、本当にネロが無事でよかった……,ふふ、本当にネロが無事でよかった……,,
t0000,24,320,Annie,But when did you get so muddy? I'm gonna have to give you a good bath!,But when did you get so muddy? I'm gonna have to<br/>give you a good bath!,アニー,でも、いつになく泥だらけみたいだから キレイにしてあげなくちゃね。,でも、いつになく泥だらけみたいだから<br/>キレイにしてあげなくちゃね。,,
