gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
t1000,1,1,CHR_THIS,These settings are for checking mob placement during day/evening/night. Remove these once they are no longer needed.,These settings are for checking mob placement<br/>during day/evening/night. Remove these once they<br/>are no longer needed.,CHR_THIS,昼・夕・夜のモブ配置確認用です。 ※不要になりましたら削除をお願いいたします。,昼・夕・夜のモブ配置確認用です。<br/>※不要になりましたら削除をお願いいたします。,,
t1000,14,143,Monique,I think I'll try to find a place I can donate to when I get back.,I think I'll try to find a place I can donate to when I<br/>get back.,モニク,帰ったらニュース誌を読んで、寄付とか そういうのがあるなら力になろうかな……,帰ったらニュース誌を読んで、寄付とか<br/>そういうのがあるなら力になろうかな……,,
t1000,14,144,Monique,I-Is it true that there was an incident last night in the Eastern Quarter?,I-Is it true that there was an incident last night in the<br/>Eastern Quarter?,モニク,えっと、昨日の夜に東方人街の方で 事件があったって本当だったのかな……,えっと、昨日の夜に東方人街の方で<br/>事件があったって本当だったのかな……,,
t1000,14,145,Monique,"I've never seen fog that dense before, so I snapped a few photos. Was that insensitive?","I've never seen fog that dense before, so I snapped a<br/>few photos. Was that insensitive?",モニク,霧とかが珍しかったから呑気に 撮影してたけど……もしかして不謹慎だったかな……？,霧とかが珍しかったから呑気に<br/>撮影してたけど……もしかして不謹慎だったかな……？,,
t1000,14,146,Monique,"The sight of the fog mixed in with the moon made for some captivating shots, but there was something creepy about it all, too.","The sight of the fog mixed in with the moon made<br/>for some captivating shots, but there was something<br/>creepy about it all, too.",モニク,でも今思えば……霧とか月とか、幻想的だったけど 確かに不気味な感じもあったかも……,でも今思えば……霧とか月とか、幻想的だったけど<br/>確かに不気味な感じもあったかも……,,
t1000,14,147,Monique,The view from here is gorgeous at night. I could gaze out at the stars and the lights from the Eastern Quarter all day.,The view from here is gorgeous at night. I could gaze<br/>out at the stars and the lights from the Eastern<br/>Quarter all day.,モニク,流石は“煌都”……新市街の夜景も綺麗だけど、 やっぱり東方人街の町明かりは独特だよね！,流石は“煌都”……新市街の夜景も綺麗だけど、<br/>やっぱり東方人街の町明かりは独特だよね！,,
t1000,14,148,Monique,"I hear the view's even more beautiful during festivals and celebrations. They line the streets with paper lanterns, apparently.","I hear the view's even more beautiful during festivals<br/>and celebrations. They line the streets with paper<br/>lanterns, apparently.",モニク,新節とかお祝いの時は東方人街も一層 提燈が増えて夜景がきれいになるって言うし……,新節とかお祝いの時は東方人街も一層<br/>提燈が増えて夜景がきれいになるって言うし……,,
t1000,14,149,Monique,Maybe I'll visit Langport during one of them and take pictures from the top of the Great Spire.,Maybe I'll visit Langport during one of them and<br/>take pictures from the top of the Great Spire.,モニク,一回はそういう時にも見に来て、 煌天楼の上から撮りたいわよね。,一回はそういう時にも見に来て、<br/>煌天楼の上から撮りたいわよね。,,
t1000,14,150,Monique,Wow. Langport's a totally different city from when I came here as a kid.,Wow. Langport's a totally different city from when I<br/>came here as a kid.,モニク,へえ、今のラングポートってこんな感じなんだ。 子供の頃来た時より、一層発展してるね……！,へえ、今のラングポートってこんな感じなんだ。<br/>子供の頃来た時より、一層発展してるね……！,,
t1000,14,151,Monique,"The Great Spire looks a lot nicer, too. I think I'll take a photo of it.","The Great Spire looks a lot nicer, too. I think I'll take<br/>a photo of it.",モニク,この煌天楼も改修で随分と綺麗になったようだし…… あとで遠景で一枚撮影しようかなー。,この煌天楼も改修で随分と綺麗になったようだし……<br/>あとで遠景で一枚撮影しようかなー。,,
t1000,15,152,Downey,Driving around the neighborhood's got me all psyched up! I think it's time to party the night away!,Driving around the neighborhood's got me all<br/>psyched up! I think it's time to party the night away!,ダウニー,いやぁ、近辺をひとっ走りしたら昂っちまった、 こりゃあ一杯飲まねぇと締まらねぇな！,いやぁ、近辺をひとっ走りしたら昂っちまった、<br/>こりゃあ一杯飲まねぇと締まらねぇな！,,
t1000,15,153,Downey,"All right, Hyades. Let's leave our cars here and go out for drinks. Then we'll head home first thing tomorrow.","All right, Hyades. Let's leave our cars here and go out<br/>for drinks. Then we'll head home first<br/>thing tomorrow.",ダウニー,ヒアデス、車を置いて飲みに繰り出すぞ！ 帰りは明日になるが問題ねぇ！,ヒアデス、車を置いて飲みに繰り出すぞ！<br/>帰りは明日になるが問題ねぇ！,,
t1000,15,154,Downey,And we're not grabbin' a hotel room. We're gonna do some car camping!,And we're not grabbin' a hotel room. We're gonna do<br/>some car camping!,ダウニー,何せ、せっかくの新車だ！ 良い気分のまま車中泊ってのもオツなモンよ！,何せ、せっかくの新車だ！<br/>良い気分のまま車中泊ってのもオツなモンよ！,,
t1000,15,155,Downey,"For street racers like me, gettin' a sweet new ride is the best feeling in the world!","For street racers like me, gettin' a sweet new ride is<br/>the best feeling in the world!",ダウニー,走り屋としちゃあ、最高に気に入った 車に乗るのには何も惜しくはねぇ！,走り屋としちゃあ、最高に気に入った<br/>車に乗るのには何も惜しくはねぇ！,,
t1000,15,156,Downey,"Buyer's remorse comes later. Today, I'm gonna PARTY!","Buyer's remorse comes later. Today, I'm<br/>gonna PARTY!",ダウニー,ローンを組んだのも、後悔する 理由なんざあるはずもねぇよ。,ローンを組んだのも、後悔する<br/>理由なんざあるはずもねぇよ。,,
t1000,15,157,Downey,"But first, I'm gonna give my new car a spin before heading home.","But first, I'm gonna give my new car a spin before<br/>heading home.",ダウニー,さて、帰る前にまずは煌都の周りを しこたま試し走りするとすっか！,さて、帰る前にまずは煌都の周りを<br/>しこたま試し走りするとすっか！,,
t1000,16,158,Downey,"Dude, you won't BELIEVE what I just did. I finally caved and bought that limited edition Red Star I've been wanting!","Dude, you won't BELIEVE what I just did. I finally<br/>caved and bought that limited edition Red Star I've<br/>been wanting!",ダウニー,見てくれ、遂に……遂に買ったぜ、 レッドスターの限定モデル！,見てくれ、遂に……遂に買ったぜ、<br/>レッドスターの限定モデル！,,
t1000,16,159,Downey,I've been DYING to get my hands on one ever since Junifer and Graham got me to try it out.,I've been DYING to get my hands on one ever since<br/>Junifer and Graham got me to try it out.,ダウニー,ユニファとグレアムに勧められて 試乗して以来の念願が遂に叶ったんだ！,ユニファとグレアムに勧められて<br/>試乗して以来の念願が遂に叶ったんだ！,,
t1000,16,160,Hyades,Holy... Those are some damn sweet wheels. I heard you can only buy one of these from Red Star dealers directly.,Holy... Those are some damn sweet wheels. I heard<br/>you can only buy one of these from Red Star<br/>dealers directly.,ヒアデス,はえー、これが噂のレッドスター直営の ディーラーからしか買えないってやつっスか。,はえー、これが噂のレッドスター直営の<br/>ディーラーからしか買えないってやつっスか。,,
t1000,16,161,Hyades,"You must've broke the bank for it. I mean, these things cost a fortune.","You must've broke the bank for it. I mean, these<br/>things cost a fortune.",ヒアデス,でも、そんな大金どうしたんスか？ 結構な値段だったと思うっスけど。,でも、そんな大金どうしたんスか？<br/>結構な値段だったと思うっスけど。,,
t1000,16,162,Downey,"Nah, I got a loan. Gonna be payin' this thing off for the next 15 years.","Nah, I got a loan. Gonna be payin' this thing off for<br/>the next 15 years.",ダウニー,ローンを組んだんだよ、１５年のな。,ローンを組んだんだよ、１５年のな。,,
t1000,16,163,Downey,There was no way in hell I was gonna be able to buy it outright.,There was no way in hell I was gonna be able to buy<br/>it outright.,ダウニー,貯金が貯まるまでなんて、 とても待っちゃいられねぇぜ！,貯金が貯まるまでなんて、<br/>とても待っちゃいられねぇぜ！,,
t1000,16,164,Hyades,"Whoa, for real? That's hardcore.","Whoa, for real? That's hardcore.",ヒアデス,うへぇ、マジっスか。 その思い切りの良さは流石っスね。,うへぇ、マジっスか。<br/>その思い切りの良さは流石っスね。,,
t1000,16,165,Hyades,"I heard Graham got a loan for his car, too, but you've taken it to the next level.","I heard Graham got a loan for his car, too, but you've<br/>taken it to the next level.",ヒアデス,グレアムさんもローン組んだって聞きますが、 ダウニーさんそれ以上じゃないっスか。,グレアムさんもローン組んだって聞きますが、<br/>ダウニーさんそれ以上じゃないっスか。,,
t1000,16,166,Hyades,...Don't tell me you called me over just to rub it in my face.,...Don't tell me you called me over just to rub it in<br/>my face.,ヒアデス,それで、もしかして急に俺を呼び出したの、 自慢の為だけじゃないっスよね……？,それで、もしかして急に俺を呼び出したの、<br/>自慢の為だけじゃないっスよね……？,,
t1000,16,167,Downey,"Nah, I wanted to give you the keys to my old car. It's yours. I know you've been wanting one for a while.","Nah, I wanted to give you the keys to my old car.<br/>It's yours. I know you've been wanting one for<br/>a while.",ダウニー,それはだな、俺がここまで乗ってきた その旧車をお前に譲りたいと思ったからだ。,それはだな、俺がここまで乗ってきた<br/>その旧車をお前に譲りたいと思ったからだ。,,
t1000,16,168,Downey,Plus I wanna take this baby out on a test run pronto.,Plus I wanna take this baby out on a test run pronto.,ダウニー,俺は帰り道に早速この新車で飛ばしたいし、 ヒアデスも車欲しかったろ？,俺は帰り道に早速この新車で飛ばしたいし、<br/>ヒアデスも車欲しかったろ？,,
t1000,16,169,Hyades,Wha...? You're just gonna give me your old car? Is that why you told me to come by train?,Wha...? You're just gonna give me your old car?<br/>Is that why you told me to come by train?,ヒアデス,ええ……流石に話が急なんスけど。 だから列車で来いって言ったんスね……,ええ……流石に話が急なんスけど。<br/>だから列車で来いって言ったんスね……,,
t1000,16,170,Hyades,"Well, thanks, man. You sure this isn't a little much, though?","Well, thanks, man. You sure this isn't a little<br/>much, though?",ヒアデス,ダウニーさん、上機嫌なのはわかるっスが、 流石に思い切り良過ぎっスよ……,ダウニーさん、上機嫌なのはわかるっスが、<br/>流石に思い切り良過ぎっスよ……,,
t1000,17,171,Hyades,You can't be serious. We're going drinking? Now?,You can't be serious. We're going drinking? Now?,ヒアデス,えー、今から飲むんスか……,えー、今から飲むんスか……,,
t1000,17,172,Hyades,*sigh* I guess we would be driving all night if we started heading back now...,*sigh* I guess we would be driving all night if we<br/>started heading back now...,ヒアデス,そりゃまあ、今帰っても着くのは明け方だし、 車中泊自体は仕方ないっスが……,そりゃまあ、今帰っても着くのは明け方だし、<br/>車中泊自体は仕方ないっスが……,,
t1000,17,173,Hyades,"I don't mind car camping, but I'm, uh, not exactly champing at the bit to sleep in this thing while drunk.","I don't mind car camping, but I'm, uh, not exactly<br/>champing at the bit to sleep in this thing while drunk.",ヒアデス,正直、お酒入った状態でこの車に 寝泊まりするのは大分気後れするッス……,正直、お酒入った状態でこの車に<br/>寝泊まりするのは大分気後れするッス……,,
t1000,17,174,Hyades,"I rushed over after Downey told me to meet him here, but I had no idea he was planning to give me his old ride.","I rushed over after Downey told me to meet him here,<br/>but I had no idea he was planning to give me his<br/>old ride.",ヒアデス,急に呼ばれたもんだから特急で来てみれば、 まさか旧車のお下がりの話とは……,急に呼ばれたもんだから特急で来てみれば、<br/>まさか旧車のお下がりの話とは……,,
t1000,17,175,Hyades,"I appreciate the thought, really, but I'd honestly rather just get myself a new one. His car's been having tons of issues lately.","I appreciate the thought, really, but I'd honestly<br/>rather just get myself a new one. His car's been<br/>having tons of issues lately.",ヒアデス,正直な話、気後れするんスよね…… ダウニーさんの車、前に色々あったし……,正直な話、気後れするんスよね……<br/>ダウニーさんの車、前に色々あったし……,,
t1000,17,176,Hyades,"But I'm not the type to turn down a free meal. Plus he took out a fifteen-year loan, so how can I say no?","But I'm not the type to turn down a free meal.<br/>Plus he took out a fifteen-year loan, so how can I<br/>say no?",ヒアデス,でも、１５年ローンなんて聞いたら 断るに断れないッスよ……,でも、１５年ローンなんて聞いたら<br/>断るに断れないッスよ……,,
t1000,18,177,Guide's Miss Erin,I heard something happened at the Harbor District.,I heard something happened at the Harbor District.,案内嬢イーリン,港湾区の事件についても聞き及んでおります、 市街への影響は今の所は見られません。,港湾区の事件についても聞き及んでおります、<br/>市街への影響は今の所は見られません。,,
t1000,18,178,Guide's Miss Erin,The police and the guild supposedly have their eyes on that place now.,The police and the guild supposedly have their eyes<br/>on that place now.,案内嬢イーリン,……とはいえ、警察とギルドが港湾区方面に 釘付けになっている事も否めませんがね……,……とはいえ、警察とギルドが港湾区方面に<br/>釘付けになっている事も否めませんがね……,,
t1000,18,179,Guide's Miss Erin,"So far, nothing out of the ordinary has transpired here in New Town, but that may very well change...","So far, nothing out of the ordinary has transpired here<br/>in New Town, but that may very well change...",案内嬢イーリン,やはり、こうした場合にあってこそ…… 我々の真価は……,やはり、こうした場合にあってこそ……<br/>我々の真価は……,,
t1000,18,180,Guide's Miss Erin,There was an incident in the Eastern Quarter last night. People here have been at a loss.,There was an incident in the Eastern Quarter<br/>last night. People here have been at a loss.,案内嬢イーリン,昨晩は東方人街の方で事件と混乱があり…… 新市街でも戸惑う方が多くいらっしゃるようです。,昨晩は東方人街の方で事件と混乱があり……<br/>新市街でも戸惑う方が多くいらっしゃるようです。,,
t1000,18,181,Guide's Miss Erin,I'll have to be sensitive to that while doing my job.,I'll have to be sensitive to that while doing my job.,案内嬢イーリン,私の方でも、旅行者の方のトラブル回避や 住民の方々と九龍方面の繋ぎに一層気を配りましょう。,私の方でも、旅行者の方のトラブル回避や<br/>住民の方々と九龍方面の繋ぎに一層気を配りましょう。,,
t1000,18,182,Guide's Miss Erin,Kowloon Financial Bank's HQ rests at the top of the Great Spire alongside several other offices.,Kowloon Financial Bank's HQ rests at the top of the<br/>Great Spire alongside several other offices.,案内嬢イーリン,煌天楼の上階フロアは九龍銀行本社を初め、 多くがオフィスですが展望台などもありましてね。,煌天楼の上階フロアは九龍銀行本社を初め、<br/>多くがオフィスですが展望台などもありましてね。,,
t1000,18,183,Guide's Miss Erin,Many tourists love to look down on all of Langport from the observation deck there. I'd recommend you do the same if you haven't.,Many tourists love to look down on all of Langport<br/>from the observation deck there. I'd recommend you<br/>do the same if you haven't.,案内嬢イーリン,ラングポートが“煌都”と称される所以の一つでもある あの夜景を眺めようと、観光の方で賑わっております。,ラングポートが“煌都”と称される所以の一つでもある<br/>あの夜景を眺めようと、観光の方で賑わっております。,,
t1000,18,184,Guide's Miss Erin,"There's a restaurant on the deck, so you can dine on some of the finest cuisine Langport has to offer while taking in the night view.","There's a restaurant on the deck, so you can dine on<br/>some of the finest cuisine Langport has to offer while<br/>taking in the night view.",案内嬢イーリン,展望台にはレストランなどもございますので、 もし良ければ遊びに来て下さいね。,展望台にはレストランなどもございますので、<br/>もし良ければ遊びに来て下さいね。,,
t1000,18,185,Guide's Miss Erin,"Welcome to the Langport Trade Center, which is also colloquially known as the Great Spire.","Welcome to the Langport Trade Center, which is<br/>also colloquially known as the Great Spire.",案内嬢イーリン,ラングポート貿易センタービル、 通称“煌天楼”にようこそ。,ラングポート貿易センタービル、<br/>通称“煌天楼”にようこそ。,,
t1000,18,186,Guide's Miss Erin,"The building was designed to be mixed use, and it was completed eight years ago under the guidance of the Kowloon Group.","The building was designed to be mixed use, and it<br/>was completed eight years ago under the guidance of<br/>the Kowloon Group.",案内嬢イーリン,こちらは八年前に九龍グループの主導で 完成した駅舎も兼ねた複合ビルになりまして……,こちらは八年前に九龍グループの主導で<br/>完成した駅舎も兼ねた複合ビルになりまして……,,
t1000,18,187,Guide's Miss Erin,It recently underwent large-scale remodeling to account for advances in technology. That was finished just last year.,It recently underwent large-scale remodeling to<br/>account for advances in technology. That was<br/>finished just last year.,案内嬢イーリン,また、この数年での技術進歩も反映し、 昨年には大規模な改装工事も行われました。,また、この数年での技術進歩も反映し、<br/>昨年には大規模な改装工事も行われました。,,
t1000,18,188,Guide's Miss Erin,"The Great Spire is even more advanced than Crossbell's Orchis Tower, and it's beloved by the citizenry.","The Great Spire is even more advanced than<br/>Crossbell's Orchis Tower, and it's beloved by<br/>the citizenry.",案内嬢イーリン,クロスベルの《オルキスタワー》以上に近代的な今の姿も、 多くの市民の方々に愛されております。,クロスベルの《オルキスタワー》以上に近代的な今の姿も、<br/>多くの市民の方々に愛されております。,,
t1000,19,189,Kwano Owner,"After living in Langport for many years, I've come to realize there's more conflict here than in Longlai.","After living in Langport for many years, I've come to<br/>realize there's more conflict here than in Longlai.",クワノ・オーナー,数年間暮らし、龍來に比べて揉め事も 多いとは身に染みて判っていましたが……,数年間暮らし、龍來に比べて揉め事も<br/>多いとは身に染みて判っていましたが……,,
t1000,19,190,Kwano Owner,"However, this is the first time there's been so many incidents in a row.","However, this is the first time there's been so many<br/>incidents in a row.",クワノ・オーナー,ここまで大きな事件が続けて起こるのは、 流石に初めてですよ……,ここまで大きな事件が続けて起こるのは、<br/>流石に初めてですよ……,,
t1000,19,191,Kwano Owner,"I'm concerned about where we're headed, but now's not the time to fret. I'll put my faith in the bracers.","I'm concerned about where we're headed, but now's<br/>not the time to fret. I'll put my faith in the bracers.",クワノ・オーナー,いくらか先行きは不安ですが……今こそエレイン様をはじめ、 遊撃士の皆さんを信じたいものです。,いくらか先行きは不安ですが……今こそエレイン様をはじめ、<br/>遊撃士の皆さんを信じたいものです。,,
t1000,19,192,Kwano Owner,I heard all about the incident in the Eastern Quarter. It truly pains my heart...,I heard all about the incident in the Eastern Quarter.<br/>It truly pains my heart...,クワノ・オーナー,東方人街の事件は聞き及んでおります…… とても痛ましい事件だったようで……,東方人街の事件は聞き及んでおります……<br/>とても痛ましい事件だったようで……,,
t1000,19,193,Kwano Owner,"I've been trapped in a whirlwind of trouble since coming here, but it hardly compares to the tragedy that befell those kids.","I've been trapped in a whirlwind of trouble since<br/>coming here, but it hardly compares to the tragedy<br/>that befell those kids.",クワノ・オーナー,この街に来てから、いくらかのトラブルは 承知していますが……今回ほど悲惨な事件は初めてです。,この街に来てから、いくらかのトラブルは<br/>承知していますが……今回ほど悲惨な事件は初めてです。,,
t1000,19,194,Kwano Owner,"I don't know if I'll find myself face to face with danger, too, but I'm not going to flee. I will stay right where I am.","I don't know if I'll find myself face to face with<br/>danger, too, but I'm not going to flee. I will stay right<br/>where I am.",クワノ・オーナー,私どももどうなるかは分かりませんが…… この街でこのままやっていくつもりです。,私どももどうなるかは分かりませんが……<br/>この街でこのままやっていくつもりです。,,
t1000,19,195,Kwano Owner,"If I shrink in fear, I'll be letting down every one of the bracers here, and that just won't fly.","If I shrink in fear, I'll be letting down every one of the<br/>bracers here, and that just won't fly.",クワノ・オーナー,怖気づいて委縮すれば、頼りにさせて頂いている 遊撃士の方々にも失礼ですしね……,怖気づいて委縮すれば、頼りにさせて頂いている<br/>遊撃士の方々にも失礼ですしね……,,
t1000,19,196,Kwano Owner,I hope you enjoyed your meal earlier.,I hope you enjoyed your meal earlier.,クワノ・オーナー,先ほどはありがとうございました。 エレイン様のお連れなら遠慮はいりません。,先ほどはありがとうございました。<br/>エレイン様のお連れなら遠慮はいりません。,,
t1000,19,197,Kwano Owner,"You're a friend of Elaine's, correct? Then you're a friend of mine as well. I owe her a great deal.","You're a friend of Elaine's, correct? Then you're a<br/>friend of mine as well. I owe her a great deal.",クワノ・オーナー,彼女には何かとお世話になっており…… というのも、私は国境の町《龍來》の出でしてね。,彼女には何かとお世話になっており……<br/>というのも、私は国境の町《龍來》の出でしてね。,,
t1000,19,198,Kwano Owner,"I come from Longlai. My goal was to serve their dishes to more people, so I decided to open up a restaurant in a place that tourists flock to.","I come from Longlai. My goal was to serve their<br/>dishes to more people, so I decided to open up a<br/>restaurant in a place that tourists flock to.",クワノ・オーナー,故郷で学んだ料理を多くの人に振る舞いたいと 思い、この街に店を持ったのですが……,故郷で学んだ料理を多くの人に振る舞いたいと<br/>思い、この街に店を持ったのですが……,,
t1000,19,199,Van,"(Oh, so it was Longlai food. Guess Elaine was right on the money. No wonder the taste was so familiar.)","(Oh, so it was Longlai food. Guess Elaine was right<br/>on the money. No wonder the taste was so familiar.)",ヴァン,（《龍來》か……エレインもそう言っていたな。   どうりで懐かしい感じもしたわけだ……）,（《龍來》か……エレインもそう言っていたな。<br/>  どうりで懐かしい感じもしたわけだ……）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1000,19,200,Van,"If I'm rememberin' right, the lineage over there is pretty far removed from Heiyue. Must be a pain.","If I'm rememberin' right, the lineage over there is<br/>pretty far removed from Heiyue. Must be a pain.",ヴァン,……確かに、向こうの系統だと黒月とも 距離があるだろうし……何かと面倒もあるだろうな。,……確かに、向こうの系統だと黒月とも<br/>距離があるだろうし……何かと面倒もあるだろうな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1000,19,201,Kwano Owner,"Yes, that has caused me no end of trouble. That's why I call upon the guild when I'm in a pickle.","Yes, that has caused me no end of trouble. That's why<br/>I call upon the guild when I'm in a pickle.",クワノ・オーナー,ええ、そういった事情もあり 困った際はギルドを頼る事にしております。,ええ、そういった事情もあり<br/>困った際はギルドを頼る事にしております。,,
t1000,19,202,Kwano Owner,"Elaine's been a great help on that front. If she weren't here, Heiyue would've walked all over me.","Elaine's been a great help on that front. If she weren't<br/>here, Heiyue would've walked all over me.",クワノ・オーナー,特にエレイン様には、黒月に関係した 問題でも助けていただいたもので……,特にエレイン様には、黒月に関係した<br/>問題でも助けていただいたもので……,,
t1000,19,203,Kwano Owner,That's why I'm forever indebted to her. I decided to repay her with my cooking.,That's why I'm forever indebted to her. I decided to<br/>repay her with my cooking.,クワノ・オーナー,私にできる恩返しはやはり料理でと思い、 賓客としてもてなしている次第です。,私にできる恩返しはやはり料理でと思い、<br/>賓客としてもてなしている次第です。,,
t1000,19,204,Kwano Owner,My experience working at the inn in Longlai has proved to be invaluable during my stay in Langport.,My experience working at the inn in Longlai has<br/>proved to be invaluable during my stay in Langport.,クワノ・オーナー,《龍來》の旅館に勤めていた経験を この街でも活かせる事は本当に光栄です。,《龍來》の旅館に勤めていた経験を<br/>この街でも活かせる事は本当に光栄です。,,
t1000,19,205,Kwano Owner,"However, the distance between Heiyue and me is as wide as the ocean. The conflicts are neverending.","However, the distance between Heiyue and me is as<br/>wide as the ocean. The conflicts are neverending.",クワノ・オーナー,ただ、黒月とお互いに距離がある故 何かと苦労も絶えないもので……,ただ、黒月とお互いに距離がある故<br/>何かと苦労も絶えないもので……,,
t1000,19,206,Kwano Owner,I don't know what I'd do without the bracers and Elaine.,I don't know what I'd do without the bracers<br/>and Elaine.,クワノ・オーナー,それを解決してくださったエレイン様には 感謝してもしきれません。,それを解決してくださったエレイン様には<br/>感謝してもしきれません。,,
t1000,19,207,Kwano Owner,Welcome! We serve Eastern cuisine that's quite different from what you may be used to here in Langport.,Welcome! We serve Eastern cuisine that's quite<br/>different from what you may be used to here<br/>in Langport.,クワノ・オーナー,いらっしゃい、煌都の主流とは違う様式ですが、 当店の東方料理をどうぞご賞味あれ。,いらっしゃい、煌都の主流とは違う様式ですが、<br/>当店の東方料理をどうぞご賞味あれ。,,
t1000,19,208,Kwano Owner,The menu consists of dishes from my hometown. They are light on the spices and oil so as not to overwhelm the delectable flavor.,The menu consists of dishes from my hometown.<br/>They are light on the spices and oil so as not to<br/>overwhelm the delectable flavor.,クワノ・オーナー,これは私の故郷の料理を参考にしていましてね、 香辛料や油を控え、あっさりめに仕上げ……,これは私の故郷の料理を参考にしていましてね、<br/>香辛料や油を控え、あっさりめに仕上げ……,,
t1000,19,209,Kwano Owner,I opened a restaurant here believing that my dishes would be accessible and loved by everyone.,I opened a restaurant here believing that my dishes<br/>would be accessible and loved by everyone.,クワノ・オーナー,これならより多くの人に馴染んでいただけると思い、 この街にて出店した次第でございます。,これならより多くの人に馴染んでいただけると思い、<br/>この街にて出店した次第でございます。,,
t1000,19,210,Van,(So this guy serves Eastern food from a different culture. Wonder if he's from that town...),(So this guy serves Eastern food from a<br/>different culture. Wonder if he's from that town...),ヴァン,（煌都とは違う文化圏の東方料理か……   なるほど、“あの街”の系統か……）,（煌都とは違う文化圏の東方料理か……<br/>  なるほど、“あの街”の系統か……）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1000,19,211,Kwano Owner,My restaurant is still somewhat obscure.,My restaurant is still somewhat obscure.,クワノ・オーナー,うちの料理の様式は煌都の主流に比べ、 マイナーではありますが……,うちの料理の様式は煌都の主流に比べ、<br/>マイナーではありますが……,,
t1000,19,212,Kwano Owner,"Someday, however, it will be known throughout all of Langport. I want my food to be enjoyed by all, residents and tourists alike.","Someday, however, it will be known throughout all<br/>of Langport. I want my food to be enjoyed by all,<br/>residents and tourists alike.",クワノ・オーナー,是非とも多くの方に親しんでいただきたいですしね。 多くの方が来るこの街で頑張らせていただいています。,是非とも多くの方に親しんでいただきたいですしね。<br/>多くの方が来るこの街で頑張らせていただいています。,,
t1000,20,213,Sicily,"Evidently, there was some trouble at the harbor.","Evidently, there was some trouble at the harbor.",シシリー,今度は港の方でも何かあったって……,今度は港の方でも何かあったって……,,
t1000,20,214,Sicily,"I'm worried about everything that's been going on in the city, but that doesn't mean I'm going to pack my bags and leave.","I'm worried about everything that's been going on in<br/>the city, but that doesn't mean I'm going to pack my<br/>bags and leave.",シシリー,この街も色々あるのは理解していますが、 それでも私はオーナーと頑張りたいです。,この街も色々あるのは理解していますが、<br/>それでも私はオーナーと頑張りたいです。,,
t1000,20,215,Sicily,I'm going to keep working for Kuwano as usual. I want to help him see his mission through.,I'm going to keep working for Kuwano as usual.<br/>I want to help him see his mission through.,シシリー,やっぱり、オーナーの挑戦はこの街でこそ 持つ意味もあると思いますし……,やっぱり、オーナーの挑戦はこの街でこそ<br/>持つ意味もあると思いますし……,,
t1000,20,216,Sicily,We'll just have to believe that the bracers will keep us safe.,We'll just have to believe that the bracers will keep<br/>us safe.,シシリー,それに、エレインさんやギルドの 皆さんがいる事ですし、彼らを信じましょう。,それに、エレインさんやギルドの<br/>皆さんがいる事ですし、彼らを信じましょう。,,
t1000,20,217,Sicily,I heard people from the Eastern Quarter were murdered last night... Kuwano's heart is aching over this.,I heard people from the Eastern Quarter were<br/>murdered last night... Kuwano's heart is aching<br/>over this.,シシリー,昨晩は東方人街が大変だったそうで…… 殺人まであったと聞きますしね……,昨晩は東方人街が大変だったそうで……<br/>殺人まであったと聞きますしね……,,
t1000,20,218,Sicily,He said we're going to stay open so that we can cheer everyone up with our food.,He said we're going to stay open so that we can cheer<br/>everyone up with our food.,シシリー,オーナーも心を痛めているようですが…… 東方人街の人達を元気づけるためにも営業するそうです。,オーナーも心を痛めているようですが……<br/>東方人街の人達を元気づけるためにも営業するそうです。,,
t1000,20,219,Sicily,I need to learn from his example and get my act together.,I need to learn from his example and get my<br/>act together.,シシリー,私もクワノ・オーナーに倣い、 気持ちを切り替えて頑張らないと……,私もクワノ・オーナーに倣い、<br/>気持ちを切り替えて頑張らないと……,,
t1000,20,220,Sicily,"If I want to open my own place in the future, I'll need his mental fortitude.","If I want to open my own place in the future, I'll need<br/>his mental fortitude.",シシリー,将来お店を立ち上げるためにも、オーナーの 心構えもしっかり学びたいですしね。,将来お店を立ち上げるためにも、オーナーの<br/>心構えもしっかり学びたいですしね。,,
t1000,20,221,Sicily,I recently learned Elaine and I are from the same hometown.,I recently learned Elaine and I are from the<br/>same hometown.,シシリー,エレインさん……聞けば私と同郷だそうで、 個人的にも良くしていただいているんです。,エレインさん……聞けば私と同郷だそうで、<br/>個人的にも良くしていただいているんです。,,
t1000,20,222,Sicily,She's been very encouraging to me. She told me that—even though Eastern cuisine isn't popular back home—my dishes would win them over.,She's been very encouraging to me. She told me<br/>that—even though Eastern cuisine isn't popular back<br/>home—my dishes would win them over.,シシリー,あそこは東方料理があまり流行りませんけど、 この上品な味なら受け入れられるかもって……,あそこは東方料理があまり流行りませんけど、<br/>この上品な味なら受け入れられるかもって……,,
