gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
t1400,1,1,CHR_THIS,These settings are for checking mob placement during day/evening/night. Remove these once they are no longer needed.,These settings are for checking mob placement<br/>during day/evening/night. Remove these once they<br/>are no longer needed.,CHR_THIS,昼・夕・夜のモブ配置確認用です。 ※不要になりましたら削除をお願いいたします。,昼・夕・夜のモブ配置確認用です。<br/>※不要になりましたら削除をお願いいたします。,,
t1400,10,82,Detective Dirt,You're free to investigate the storehouse as long as you're quick about it.,You're free to investigate the storehouse as long as<br/>you're quick about it.,ダート捜査官,君達については私の方でも把握している。 短時間であれば倉庫内の捜索を許可しよう。,君達については私の方でも把握している。<br/>短時間であれば倉庫内の捜索を許可しよう。,,
t1400,10,83,Detective Dirt,We have authority over the crime scene—at least for the time being.,We have authority over the crime scene—at least for<br/>the time being.,ダート捜査官,今回は黒月よりも先に現場を抑え、一応の 折り合いは付けてこの場を預かっているのでな。,今回は黒月よりも先に現場を抑え、一応の<br/>折り合いは付けてこの場を預かっているのでな。,,
t1400,10,84,Detective Dirt,"Presently, we're trying to track down the Almata executives. If you learn anything, I'd be happy to exchange information.","Presently, we're trying to track down the<br/>Almata executives. If you learn anything, I'd be happy<br/>to exchange information.",ダート捜査官,逃走したアルマータ幹部の行方も捜査を始めた。 君達も情報を得たら我々に提供して欲しい。,逃走したアルマータ幹部の行方も捜査を始めた。<br/>君達も情報を得たら我々に提供して欲しい。,,
t1400,10,85,Detective Dirt,We're looking into the transportation network as well as any suspicious companies that may have ties to the mafia.,We're looking into the transportation network as well<br/>as any suspicious companies that may have ties to<br/>the mafia.,ダート捜査官,現状、警察では改めて交通網や疑わしい会社を 洗い出しマフィア幹部を捕捉する方針だ。,現状、警察では改めて交通網や疑わしい会社を<br/>洗い出しマフィア幹部を捕捉する方針だ。,,
t1400,10,86,Detective Dirt,"In doing so, however, the force has been spread too thin. That's why we're working in tandem with the guild.","In doing so, however, the force has been spread<br/>too thin. That's why we're working in tandem with<br/>the guild.",ダート捜査官,だが、そうなるとやはり人手を割く事になる…… 市内での混乱対応はギルドと協力する形になるな。,だが、そうなるとやはり人手を割く事になる……<br/>市内での混乱対応はギルドと協力する形になるな。,,
t1400,10,87,Detective Dirt,"Our efforts align with their goal to protect the citizens, so they're happy to work with us.","Our efforts align with their goal to protect the<br/>citizens, so they're happy to work with us.",ダート捜査官,ギルド側も、民間人の安全保護を 優先する以上、異存はないとの事だ。,ギルド側も、民間人の安全保護を<br/>優先する以上、異存はないとの事だ。,,
t1400,11,88,,"September 20th, 4:30PM","September 20th, 4:30PM",,９月２０日　１６：３０,９月２０日　１６：３０,,
t1400,11,89,Ferry,Whoa! Look at all these boats!,Whoa! Look at all these boats!,フェリ,わあっ……！ 船が泊まっていますね！,わあっ……！<br/>船が泊まっていますね！,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,11,90,Agnes,"Judging by their makes, I imagine this is a privately owned pier.","Judging by their makes, I imagine this is a privately<br/>owned pier.",アニエス,ヨットにクルーザー…… 個人向けの波止場みたいですね。,ヨットにクルーザー……<br/>個人向けの波止場みたいですね。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,11,91,Agnes,Do you think we'll find the stall here?,Do you think we'll find the stall here?,アニエス,このあたりでしょうか？ “古い装置”の噂があった露店は。,このあたりでしょうか？<br/>“古い装置”の噂があった露店は。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,11,92,Van,Probably. There's a big ol' naval wharf on the east side of town.,Probably. There's a big ol' naval wharf on the east<br/>side of town.,ヴァン,ああ、ラングポートの東には デカイ埠頭や軍港もあるが……,ああ、ラングポートの東には<br/>デカイ埠頭や軍港もあるが……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,93,Van,"Rather than hang out there, shady folks tend to end up in places like this.","Rather than hang out there, shady folks tend to end<br/>up in places like this.",ヴァン,こっちは人通りが少ない分、 怪しげな連中も集まりやすい。,こっちは人通りが少ない分、<br/>怪しげな連中も集まりやすい。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,94,Van,Sometimes you'll even find folks peddlin' black market goods sourced straight from the navy.,Sometimes you'll even find folks peddlin' black<br/>market goods sourced straight from the navy.,ヴァン,海軍からの横流し品やらを 扱ってるヤツなんかもいたはずだ。,海軍からの横流し品やらを<br/>扱ってるヤツなんかもいたはずだ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,95,Agnes,I-I see...,I-I see...,アニエス,な、なるほど……,な、なるほど……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,11,96,Agnes,"If that kind of trading is possible here, I wonder if Heiyue has less oversight here as well.","If that kind of trading is possible here, I wonder if<br/>Heiyue has less oversight here as well.",アニエス,──でも、その意味では 黒月の干渉も少ない訳ですか。,──でも、その意味では<br/>黒月の干渉も少ない訳ですか。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,11,97,Ferry,Maybe that means we'll find what we're looking for!,Maybe that means we'll find what we're looking for!,フェリ,“お宝”がある可能性も 高いってことですねっ……！,“お宝”がある可能性も<br/>高いってことですねっ……！,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,11,98,Van,Only one way to find out. I've got a hunch where the stall might be.,Only one way to find out. I've got a hunch where<br/>the stall might be.,ヴァン,そいつは分からんが その露店については見当が付く。,そいつは分からんが<br/>その露店については見当が付く。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,99,Van,We should go straight there—sun's gonna go down soon.,We should go straight there—sun's gonna go<br/>down soon.,ヴァン,そろそろ夕方だ── 寄り道せずに確かめるぞ。,そろそろ夕方だ──<br/>寄り道せずに確かめるぞ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,100,Street vendor Guhan,Come on down! I've got great stuff for great prices!,Come on down! I've got great stuff for great prices!,露天商グハン,寄ってらっしゃい～、見てらっしゃい～、 珍しいモンも扱ってるぜ！,寄ってらっしゃい～、見てらっしゃい～、<br/>珍しいモンも扱ってるぜ！,,
t1400,11,101,Street vendor Guhan,"What about you, my fine, hard-working friend? This pristine orbal radio comes straight from the navy and it's a real bargain!","What about you, my fine, hard-working friend?<br/>This pristine orbal radio comes straight from the navy<br/>and it's a real bargain!",露天商グハン,そこの船員の兄ちゃん、どうよ？ 海軍から流れた導力ラジオとかお勧めだぜ！,そこの船員の兄ちゃん、どうよ？<br/>海軍から流れた導力ラジオとかお勧めだぜ！,,
t1400,11,102,Crew,Maybe people'd actually buy your junk if it didn't break after a couple of weeks.,Maybe people'd actually buy your junk if it didn't<br/>break after a couple of weeks.,船員,興味なくもねぇが、アンタんトコのモンだ、 どうせ一ヶ月も使わないうちに壊れちまうだろ。,興味なくもねぇが、アンタんトコのモンだ、<br/>どうせ一ヶ月も使わないうちに壊れちまうだろ。,,
t1400,11,103,Street vendor Guhan,"H-Hey, now. Sure, some of my customers have been unlucky, but it's not like ALL my wares go bad.","H-Hey, now. Sure, some of my customers have been<br/>unlucky, but it's not like ALL my wares go bad.",露天商グハン,た、たまにはそういう 運が悪いこともあんだろうが……,た、たまにはそういう<br/>運が悪いこともあんだろうが……,,
t1400,11,104,Street vendor Guhan,"I mean, c'mon! Just look at this thing—it's brand spanking new!","I mean, c'mon! Just look at this thing—it's brand<br/>spanking new!",露天商グハン,コイツは大丈夫だって！ ほら、ピカピカの新品同然だろ！？,コイツは大丈夫だって！<br/>ほら、ピカピカの新品同然だろ！？,,
t1400,11,105,Crew,"Forget it already. Besides, the wife'll have a conniption if I come home with your crap in hand.","Forget it already. Besides, the wife'll have a<br/>conniption if I come home with your crap in hand.",船員,やっぱやめとくわ、 ガラクタ買ったら女房に怒られるしな。,やっぱやめとくわ、<br/>ガラクタ買ったら女房に怒られるしな。,,
t1400,11,106,Street vendor Guhan,Hold on! At least take a look at all these rare items—!,Hold on! At least take a look at all these rare items—!,露天商グハン,ってそんなこと言わずに！ 他にも色々と面白いモンが──,ってそんなこと言わずに！<br/>他にも色々と面白いモンが──,,
t1400,11,107,Van,Don't mind if I do.,Don't mind if I do.,ヴァン,なら俺に紹介してくれよ。,なら俺に紹介してくれよ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,108,Street vendor Guhan,"Well, well! Finally a man with a discerning eye! What can I do for you today?","Well, well! Finally a man with a discerning eye!<br/>What can I do for you today?",露天商グハン,おお兄ちゃん、見てく？ カワイコちゃんを連れてるが旅の者かい？,おお兄ちゃん、見てく？<br/>カワイコちゃんを連れてるが旅の者かい？,,
t1400,11,109,Van,"As it happens, I've been browsin' the stalls all over town, but they're all just sellin' the same old stuff you'd find anywhere.","As it happens, I've been browsin' the stalls all over<br/>town, but they're all just sellin' the same old stuff<br/>you'd find anywhere.",ヴァン,まあな──他の露店も見てみたが どうも売ってるモンがありきたりでな。,まあな──他の露店も見てみたが<br/>どうも売ってるモンがありきたりでな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,110,Van,"I was hoping to find something a bit more special, if you know what I mean.","I was hoping to find something a bit more special, if<br/>you know what I mean.",ヴァン,面白い品がねぇか覗いてみたんだが。,面白い品がねぇか覗いてみたんだが。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,111,Street vendor Guhan,"Hoho! Then you've come to the right place, my friend!","Hoho! Then you've come to the right place,<br/>my friend!",露天商グハン,そいつはちょうどいい！,そいつはちょうどいい！,,
t1400,11,112,Street vendor Guhan,My wares are the rarest of rare! You won't find variety like this anywhere else!,My wares are the rarest of rare! You won't find variety<br/>like this anywhere else!,露天商グハン,ウチが扱ってるのは曰く付きだったり 他とは一味違うと思うぜぇ？,ウチが扱ってるのは曰く付きだったり<br/>他とは一味違うと思うぜぇ？,,
t1400,11,113,Street vendor Guhan,"So, what sort of items are you interested in?","So, what sort of items are you interested in?",露天商グハン,ちなみにどういうのをお探しだい？,ちなみにどういうのをお探しだい？,,
t1400,11,114,Van,Seen anything that looks like this?,Seen anything that looks like this?,ヴァン,これと似たモンを探してるんだが……,これと似たモンを探してるんだが……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,115,Street vendor Guhan,Hmm? Isn't that...?,Hmm? Isn't that...?,露天商グハン,コイツは……… ……少し違うが前のあれ</B>と………,コイツは………<br/>……少し違うが<B>前のあれ</B>と………,,
t1400,11,116,Agnes,(This must be it.),(This must be it.),アニエス,（この反応……）,（この反応……）,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,11,117,Ferry,"(I think so, too.)","(I think so, too.)",フェリ,（当たりですね。）,（当たりですね。）,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,11,118,Van,"You wouldn't happen to have one on hand, would ya?","You wouldn't happen to have one on hand, would ya?",ヴァン,もしかして扱ってたりするか？ だったら見せてもらいてぇんだが。,もしかして扱ってたりするか？<br/>だったら見せてもらいてぇんだが。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,119,Street vendor Guhan,"Ahem. Sorry, sir. Unfortunately, I'm not familiar with whatever that is.","Ahem. Sorry, sir. Unfortunately, I'm not familiar with<br/>whatever that is.",露天商グハン,悪いが兄ちゃん、こいつは扱ってねぇ。,悪いが兄ちゃん、こいつは扱ってねぇ。,,
t1400,11,120,Van,Really? I'd heard a rumor there was one at a stall 'round here.,Really? I'd heard a rumor there was one at a stall<br/>'round here.,ヴァン,アン？　おかしいな…… この辺りで見かけたって噂を聞いたんだが。,アン？　おかしいな……<br/>この辺りで見かけたって噂を聞いたんだが。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,121,Street vendor Guhan,"Well, about that...","Well, about that...",露天商グハン,それは……,それは……,,
t1400,11,122,Agnes,"Please! If you know anything at all, please tell us!","Please! If you know anything at all, please tell us!",アニエス,──お願いします、何かご存じなら 教えていただけませんか？,──お願いします、何かご存じなら<br/>教えていただけませんか？,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,11,123,Street vendor Guhan,"B-But, miss...","B-But, miss...",露天商グハン,っ……？ じょ、嬢ちゃん……？,っ……？<br/>じょ、嬢ちゃん……？,,
t1400,11,124,Agnes,I...have a connection to that item. It's precious to me.,I...have a connection to that item. It's precious to me.,アニエス,その……実は私に 縁のあるものかもしれなくて。,その……実は私に<br/>縁のあるものかもしれなくて。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,11,125,Agnes,"If you have any information at all, I'll make sure you're duly rewarded. Won't you please help us?","If you have any information at all, I'll make sure<br/>you're duly rewarded. Won't you please help us?",アニエス,相応の謝礼もお払いします…… どうか力を貸して頂けないでしょうか？,相応の謝礼もお払いします……<br/>どうか力を貸して頂けないでしょうか？,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,11,126,Street vendor Guhan,Uhh...,Uhh...,露天商グハン,っ……いや、その……,っ……いや、その……,,
t1400,11,127,Ferry,(She's really knocked him off guard!),(She's really knocked him off guard!),フェリ,（なんだか露天商さんが   たじろいでます……）,（なんだか露天商さんが<br/>  たじろいでます……）,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,11,128,Van,"(No kiddin'. Wasn't expectin' her to bust out the puppy dog eyes, but whatever works, I guess.)","(No kiddin'. Wasn't expectin' her to bust out the<br/>puppy dog eyes, but whatever works, I guess.)",ヴァン,（眩しさの不意打ちってヤツだな。   ……段取りとは違うがまあアリか。）,（眩しさの不意打ちってヤツだな。<br/>  ……段取りとは違うがまあアリか。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,129,Van,"After hearin' her cry for help, we couldn't leave her out to dry.","After hearin' her cry for help, we couldn't leave her<br/>out to dry.",ヴァン,詳しくは言えねぇが聞くも涙、 語るも涙の事情があってな……,詳しくは言えねぇが聞くも涙、<br/>語るも涙の事情があってな……,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,130,Van,We've been doin' all we can to help get back what's rightfully hers.,We've been doin' all we can to help get back what's<br/>rightfully hers.,ヴァン,俺たちも偶然知っちまって 前から捜索を手伝ってるんだよ。,俺たちも偶然知っちまって<br/>前から捜索を手伝ってるんだよ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,131,Van,"Hell, the little one here even flew in from the Central East to help investigate.","Hell, the little one here even flew in from the Central<br/>East to help investigate.",ヴァン,そっちの子なんか遙か大陸中東から 手伝いに駆け付けてくれたくらいだぜ？,そっちの子なんか遙か大陸中東から<br/>手伝いに駆け付けてくれたくらいだぜ？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,132,Agnes,...Huh?,...Huh?,アニエス,え。,え。,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,11,133,Ferry,That's right! Arusha teaches us to never ignore someone in need!,That's right! Arusha teaches us to never ignore<br/>someone in need!,フェリ,はいっ、義を見てせざるはですから！ 翼の女神（アルーシャ）のお導きですっ！,はいっ、義を見てせざるはですから！<br/>翼の女神（アルーシャ）のお導きですっ！,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,11,134,Agnes,F-Feri...,F-Feri...,アニエス,ちょっとフェリちゃん……,ちょっとフェリちゃん……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,11,135,Van,"I don't know about you, but I'd feel like a real asshole if I sat by and did nothing knowin' these kids are doin' all they can.","I don't know about you, but I'd feel like a real asshole<br/>if I sat by and did nothing knowin' these kids are<br/>doin' all they can.",ヴァン,見ろ、こんな子供まで 他人のために頑張ってるんだぜ？,見ろ、こんな子供まで<br/>他人のために頑張ってるんだぜ？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,136,Van,So whaddaya say? Wanna do a good deed in the name of the Heavenly Mother?,So whaddaya say? Wanna do a good deed in the name<br/>of the Heavenly Mother?,ヴァン,アンタもここらで女神、いや天上聖母（てんじょうせいぼ）の 覚えも良くなる功徳を積んじゃあどうだ？,アンタもここらで女神、いや天上聖母（てんじょうせいぼ）の<br/>覚えも良くなる功徳を積んじゃあどうだ？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,137,Agnes,(There he goes again...),(There he goes again...),アニエス,………ううっ……………,………ううっ……………,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,11,138,Street vendor Guhan,Sheesh. Talk about laying it on thick! Fine. I'll tell you what I know.,Sheesh. Talk about laying it on thick! Fine. I'll tell<br/>you what I know.,露天商グハン,ったく、何だか知らねぇが そこまで言うなら教えてやるよ。,ったく、何だか知らねぇが<br/>そこまで言うなら教えてやるよ。,,
t1400,11,139,Street vendor Guhan,I had an item that looked just like that picture until just recently.,I had an item that looked just like that picture until<br/>just recently.,露天商グハン,──確かに少し前、その画像と かなり似た装置を扱ってたんだが……,──確かに少し前、その画像と<br/>かなり似た装置を扱ってたんだが……,,
t1400,11,140,Street vendor Guhan,"The thing is...if I were you, I'd give up.","The thing is...if I were you, I'd give up.",露天商グハン,嬢ちゃん、悪いことは言わない。 スッパリ諦めちまいな。,嬢ちゃん、悪いことは言わない。<br/>スッパリ諦めちまいな。,,
t1400,11,141,Agnes,B-But why?,B-But why?,アニエス,そ、それはどうして……？,そ、それはどうして……？,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,11,142,Ferry,"You must have sold it to someone else, right?","You must have sold it to someone else, right?",フェリ,もう他の人に売ったんですか？,もう他の人に売ったんですか？,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,11,143,Van,"Point us in their direction, and we can haggle with 'em ourselves.","Point us in their direction, and we can haggle with<br/>'em ourselves.",ヴァン,なら、どんな奴に売ったか教えてくれ。 そいつと直接交渉してみるからよ。,なら、どんな奴に売ったか教えてくれ。<br/>そいつと直接交渉してみるからよ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,144,Street vendor Guhan,If only it was that simple...,If only it was that simple...,露天商グハン,それだったらまだ良かったんだが……,それだったらまだ良かったんだが……,,
t1400,11,145,Street vendor Guhan,You guys ever heard of the Messeldam Trading Company?,You guys ever heard of the Messeldam<br/>Trading Company?,露天商グハン,──兄ちゃんたち、 《メッセルダム商事》って知ってるか？,──兄ちゃんたち、<br/>《メッセルダム商事》って知ってるか？,,
t1400,11,146,Van,...'Fraid not. I take it they're from the port city up north?,...'Fraid not. I take it they're from the port city<br/>up north?,ヴァン,……いや、聞き覚えはねぇな。 北の港町の会社ってことか？,……いや、聞き覚えはねぇな。<br/>北の港町の会社ってことか？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,147,Street vendor Guhan,"Yeah, but if you ever meet someone saying they work for that company, haul ass in the opposite direction.","Yeah, but if you ever meet someone saying they work<br/>for that company, haul ass in the opposite direction.",露天商グハン,もしそう名乗る奴らに出くわしたら とっとと逃げることをお勧めするぜ。,もしそう名乗る奴らに出くわしたら<br/>とっとと逃げることをお勧めするぜ。,,
t1400,11,148,Street vendor Guhan,"Couple of weeks ago or so, a source of mine gave me the thing you're looking for and asked me to sell it off.","Couple of weeks ago or so, a source of mine gave me<br/>the thing you're looking for and asked me to sell<br/>it off.",露天商グハン,──実は半月前、嬢ちゃんの探しモンを とある筋からの処分品として並べていたんだ。,──実は半月前、嬢ちゃんの探しモンを<br/>とある筋からの処分品として並べていたんだ。,,
t1400,11,149,Street vendor Guhan,Somehow it caught the eye of some nasty folks who claimed to work for that company.,Somehow it caught the eye of some nasty folks who<br/>claimed to work for that company.,露天商グハン,そしたら、《メッセルダム商事》を名乗る ガラの悪い連中の目に留まっちまってさ……,そしたら、《メッセルダム商事》を名乗る<br/>ガラの悪い連中の目に留まっちまってさ……,,
t1400,11,150,Street vendor Guhan,"Before I knew it, not only did they come after that device, but they made off with all my best stuff without paying a single mira.","Before I knew it, not only did they come after that<br/>device, but they made off with all my best stuff<br/>without paying a single mira.",露天商グハン,他の高価な品も含めて、ミラも払わずに 問答無用で奪われちまったんだよ！,他の高価な品も含めて、ミラも払わずに<br/>問答無用で奪われちまったんだよ！,,
t1400,11,151,Street vendor Guhan,"I tried to stop them, but they just beat the everloving crap outta me. The wounds still haven't fully healed.","I tried to stop them, but they just beat the everloving<br/>crap outta me. The wounds still haven't fully healed.",露天商グハン,当然抗議をしたら暴力を振るわれてよ…… あの時の傷は今でも治りきってねぇんだ。,当然抗議をしたら暴力を振るわれてよ……<br/>あの時の傷は今でも治りきってねぇんだ。,,
t1400,11,152,Agnes,That's awful...,That's awful...,アニエス,そんな………,そんな………,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,11,153,Ferry,I can't believe them!,I can't believe them!,フェリ,ひどいです……！,ひどいです……！,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,11,154,Van,"Hmm. Guessin' you can't take this case to the cops or the guild given the kinds of stuff you sell here, either.","Hmm. Guessin' you can't take this case to the cops or<br/>the guild given the kinds of stuff you sell here, either.",ヴァン,……成程な、この店の品揃えじゃ 警察やギルドにも訴えにくいだろうし。,……成程な、この店の品揃えじゃ<br/>警察やギルドにも訴えにくいだろうし。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,155,Van,"Even if you could, you wouldn't outta consideration for your source, am I right?","Even if you could, you wouldn't outta consideration<br/>for your source, am I right?",ヴァン,“とある筋”への配慮もありそうだな？,“とある筋”への配慮もありそうだな？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,156,Street vendor Guhan,You're a sharp one.,You're a sharp one.,露天商グハン,……兄ちゃん、鋭いな。,……兄ちゃん、鋭いな。,,
t1400,11,157,Street vendor Guhan,They said to sell it off quietly for cheap and never speak a word of it ever again.,They said to sell it off quietly for cheap and never<br/>speak a word of it ever again.,露天商グハン,その……一切口外しないで 売られるに任せろって言われたんだよ。,その……一切口外しないで<br/>売られるに任せろって言われたんだよ。,,
t1400,11,158,Street vendor Guhan,"But honest to Aidios, that's all I know.","But honest to Aidios, that's all I know.",露天商グハン,悪いがこれ以上は本当に言えないんだ……,悪いがこれ以上は本当に言えないんだ……,,
t1400,11,159,Agnes,(There's clearly more to this than meets the eye...),(There's clearly more to this than meets the eye...),アニエス,（何か事情がありそうですね……）,（何か事情がありそうですね……）,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,11,160,Van,(We'll have to leave it here for today.),(We'll have to leave it here for today.),ヴァン,（仕方ない、今日は切り上げるか……）,（仕方ない、今日は切り上げるか……）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,161,A frivolous voice,Huh? Is this a party or what?,Huh? Is this a party or what?,軽薄そうな声,面白い話をしてんねー？,面白い話をしてんねー？,,
t1400,11,162,A tangled voice,"Real rude of ya not to invite us, old man.","Real rude of ya not to invite us, old man.",絡むような声,オレらも混ぜてくれよ～。,オレらも混ぜてくれよ～。,,
t1400,11,163,Street vendor Guhan,U-Uhh...!,U-Uhh...!,露天商グハン,ひぃぃっ！！,ひぃぃっ！！,,
t1400,11,164,Street vendor Guhan,It's them! If you value your lives—run!,It's them! If you value your lives—run!,露天商グハン,こ、こいつらだ！　俺は逃げるぜ！ 兄ちゃんたちもそうしな！,こ、こいつらだ！　俺は逃げるぜ！<br/>兄ちゃんたちもそうしな！,,
t1400,11,165,Agnes,"You're letting him go, then?","You're letting him go, then?",アニエス,あなた方は……,あなた方は……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,11,166,Ferry,That means we're the ones they want.,That means we're the ones they want.,フェリ,狙いはわたしたちのようですね。,狙いはわたしたちのようですね。,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,11,167,Van,I was wonderin' how long it'd be till those 'employees' came to greet us.,I was wonderin' how long it'd be till those<br/>'employees' came to greet us.,ヴァン,ハン、お出ましみてぇだな。 《メッセルダム商事》の社員諸君。,ハン、お出ましみてぇだな。<br/>《メッセルダム商事》の社員諸君。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,168,Semi-Gray,"So this is the fixer poking around our business, eh?","So this is the fixer poking around our business, eh?",半グレ,てめえらみてぇだなァ？ 余計な茶々入れてるっつう便利屋は。,てめえらみてぇだなァ？<br/>余計な茶々入れてるっつう便利屋は。,,
t1400,11,169,Semi-Gray,"Didn't hear he had some sweet arm candy with him, though. The lucky asshole.","Didn't hear he had some sweet arm candy with<br/>him, though. The lucky asshole.",半グレ,両手に花で羨ましいじゃ～ん。,両手に花で羨ましいじゃ～ん。,,
t1400,11,170,Semi-Gray,"Ignorin' the runt, I wouldn't mind takin' Blondie for a spin, if you know what I mean.","Ignorin' the runt, I wouldn't mind takin' Blondie for a<br/>spin, if you know what I mean.",半グレ,片方はチンチクリンだが 美形だし味見させてもらおうか？,片方はチンチクリンだが<br/>美形だし味見させてもらおうか？,,
t1400,11,171,Ferry,The...runt?,The...runt?,フェリ,チン……チクリン……？,チン……チクリン……？,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,11,172,Ferry,(Can I hurt them?),(Can I hurt them?),フェリ,（ヴァンさん。   無力化してもいいですか？）,（ヴァンさん。<br/>  無力化してもいいですか？）,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,11,173,Van,"(Do what you want—nothin' too extreme, though.)","(Do what you want—nothin' too extreme, though.)",ヴァン,（死なない程度ならな。）,（死なない程度ならな。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
t1400,11,174,Ferry,(Understood.),(Understood.),フェリ,（了解（ウーラ）。）,（了解（ウーラ）。）,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,11,175,Agnes,(I-I'm not sure about this...),(I-I'm not sure about this...),アニエス,（い、いいんでしょうか……）,（い、いいんでしょうか……）,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
t1400,11,176,Semi-Gray,"Got some fire in those eyes, Shortie. I've got a LOT of steam to let off thanks to those local bastards.","Got some fire in those eyes, Shortie. I've got a LOT<br/>of steam to let off thanks to those local bastards.",半グレ,クソガキどもに良いようにされて こっちも我慢の限界なんだ……,クソガキどもに良いようにされて<br/>こっちも我慢の限界なんだ……,,
t1400,11,177,Semi-Gray,You're just the punching bag I've been looking for!,You're just the punching bag I've been looking for!,半グレ,血祭りにしてメチャクチャにしてやるよ！,血祭りにしてメチャクチャにしてやるよ！,,
t1400,11,178,Ferry,Five hostiles confirmed! Commencing dismemberment!,Five hostiles confirmed!<br/>Commencing dismemberment!,フェリ,敵集団、殲滅します！,敵集団、殲滅します！,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
t1400,11,179,Agnes,Dismemberment is the definition of extreme!,Dismemberment is the definition of extreme!,アニエス,せ、殲滅しちゃダメですよ！,せ、殲滅しちゃダメですよ！,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
