gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
c1200,1,1,CHR_THIS,These settings are for checking mob placement during day/evening/night. Remove these once they are no longer needed.,These settings are for checking mob placement<br/>during day/evening/night. Remove these once they<br/>are no longer needed.,CHR_THIS,昼・夕・夜のモブ配置確認用です。 ※不要になりましたら削除をお願いいたします。,昼・夕・夜のモブ配置確認用です。<br/>※不要になりましたら削除をお願いいたします。,,
c1200,6,126,paprika,"Oh, I remember all of you guys. Interesting... You make for one strange group when you all come here together.","Oh, I remember all of you guys. Interesting...<br/>You make for one strange group when you all come<br/>here together.",パプリカ,あらさっきの……ふーん、 合流したみたいだけど変わった一行ねぇ。,あらさっきの……ふーん、<br/>合流したみたいだけど変わった一行ねぇ。,,
c1200,6,127,paprika,"But hey, what ISN'T weird when you live in the Blacklight District? Common sense is for the surface dwellers.","But hey, what ISN'T weird when you live in the<br/>Blacklight District? Common sense is for the<br/>surface dwellers.",パプリカ,黒芒街（ココ）じゃ一般常識なんて通用しないし いざこざだって日常茶飯事なの。,黒芒街（ココ）じゃ一般常識なんて通用しないし<br/>いざこざだって日常茶飯事なの。,,
c1200,6,128,paprika,"Just be careful down here, folks. These parts can leap out and bite you if you don't keep an eye out.","Just be careful down here, folks. These parts can leap<br/>out and bite you if you don't keep an eye out.",パプリカ,イロイロ危ない事だってあるんだから、 アナタたちも気を付けなさいな？,イロイロ危ない事だってあるんだから、<br/>アナタたちも気を付けなさいな？,,
c1200,6,129,paprika,"Hey there, boys! You from out of town? Why don't you stay a while and I'll show you a good time, hmm?","Hey there, boys! You from out of town? Why don't<br/>you stay a while and I'll show you a good time, hmm?",パプリカ,あら、お兄さんたちは観光？ ねぇ私と遊んでかな～い？,あら、お兄さんたちは観光？<br/>ねぇ私と遊んでかな～い？,,
c1200,6,130,paprika,"Oooh, you're quite the stud. And your friend there, he's just ENORMOUS! In more ways than one, I hope. ㈱","Oooh, you're quite the stud. And your friend there,<br/>he's just ENORMOUS! In more ways than one,<br/>I hope. ㈱",パプリカ,お兄さんハンサムだし そっちの大きい人もすっごくツヨソウ♪,お兄さんハンサムだし<br/>そっちの大きい人もすっごくツヨソウ♪,,
c1200,6,131,Immovable Jin,"Hah! You make a tempting offer, miss—you're a real sight for sore eyes yourself!","Hah! You make a tempting offer, miss—you're a real<br/>sight for sore eyes yourself!",不動のジン,はっはっは、美人の姉ちゃんには敵わんなぁ～！,はっはっは、美人の姉ちゃんには敵わんなぁ～！,,"<img class=""itp-kuro"" src=""itp/11/avfc0111_out.webp""/>"
c1200,6,132,Van,"Not worth it, dude. It's a wild ride, and you don't wanna be on it.","Not worth it, dude. It's a wild ride, and you don't<br/>wanna be on it.",ヴァン,ってアンタも乗ってんじゃねーよ。,ってアンタも乗ってんじゃねーよ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,7,133,Morgan,The only way we can navigate something calamitous like this is by joining together and combining our strength!,The only way we can navigate something calamitous<br/>like this is by joining together and combining<br/>our strength!,モーガン,このような異常事態でこそ、 力を合わせて乗り越えないとですね！,このような異常事態でこそ、<br/>力を合わせて乗り越えないとですね！,,
c1200,7,134,Morgan,"Any help you need, we'll hook you up—anything to ensure you win! Best of luck out there, Spriggidy-do!","Any help you need, we'll hook you up—anything to<br/>ensure you win! Best of luck out there, Spriggidy-do!",モーガン,私たちもできる限り協力させて頂きます！ 皆さんも、どうかご武運を！！,私たちもできる限り協力させて頂きます！<br/>皆さんも、どうかご武運を！！,,
c1200,7,135,Morgan,"Don't be shy! Step right up! I've got all the weapons, all the ammo, all the funsies you could possibly need!","Don't be shy! Step right up! I've got all the weapons,<br/>all the ammo, all the funsies you could possibly need!",モーガン,どうぞどうぞ、好きなだけ見て行って下さい！ 武器弾薬はしこたま在庫がありますからね！,どうぞどうぞ、好きなだけ見て行って下さい！<br/>武器弾薬はしこたま在庫がありますからね！,,
c1200,7,136,Morgan,Whew! I'm glad I ordered a little extra stock for the festival. Who'd have thought it'd come in handy like this?,Whew! I'm glad I ordered a little extra stock for<br/>the festival. Who'd have thought it'd come in handy<br/>like this?,モーガン,実は記念祭に向けて沢山仕入れていたんです。 いや～、発注かけてて良かったですよ～！,実は記念祭に向けて沢山仕入れていたんです。<br/>いや～、発注かけてて良かったですよ～！,,
c1200,7,137,Morgan,"Happy Revolution Festival! See these new grenades I've got on display? What do you think? Pretty nifty, huh?","Happy Revolution Festival! See these new grenades<br/>I've got on display? What do you think? Pretty<br/>nifty, huh?",モーガン,うふふ、記念祭おめでとうございます！ どうですか、新型の手榴弾などは！,うふふ、記念祭おめでとうございます！<br/>どうですか、新型の手榴弾などは！,,
c1200,7,138,Customer,Y-Yeah. Nifty... (Were they really talking about the same weapons dealer?),Y-Yeah. Nifty...<br/>(Were they really talking about the same<br/>weapons dealer?),客,お、おう………… （こいつが噂に聞く、闇の武器商人か……）,お、おう…………<br/>（こいつが噂に聞く、闇の武器商人か……）,,
c1200,7,139,Morgan,"Oh, more of a knife guy, maybe? I hear you, I hear you! Right, get a load of this ripper here—it's my personal favorite!","Oh, more of a knife guy, maybe? I hear you, I<br/>hear you! Right, get a load of this ripper here—it's my<br/>personal favorite!",モーガン,もしかしてナイフがお好みですかっ？ こちらのリッパーナイフ、私も愛用してまして……！,もしかしてナイフがお好みですかっ？<br/>こちらのリッパーナイフ、私も愛用してまして……！,,
c1200,7,140,Customer,"(His merch is definitely the real deal, but man, why's he gotta be so upbeat about it?!)","(His merch is definitely the real deal, but man, why's<br/>he gotta be so upbeat about it?!)",客,（ブ、ブツは確からしいが……   なんか落ち着かねえんだが……！？）,（ブ、ブツは確からしいが……<br/>  なんか落ち着かねえんだが……！？）,,
c1200,7,141,Morgan,"Goodness gracious, I've got customer-os aplenty today! I'm on top of the underworld!","Goodness gracious, I've got customer-os<br/>aplenty today! I'm on top of the underworld!",モーガン,うふふ、今日はお客さんが沢山来てくれて♪ 嬉しい限りですねぇ～！,うふふ、今日はお客さんが沢山来てくれて♪<br/>嬉しい限りですねぇ～！,,
c1200,7,142,Morgan,"You two take a look around! Anything catches your peepers, I'll fill you in on the details.","You two take a look around! Anything catches your<br/>peepers, I'll fill you in on the details.",モーガン,私もバンバン案内しちゃいますから！ お二人も見て行ってくださいね～！！,私もバンバン案内しちゃいますから！<br/>お二人も見て行ってくださいね～！！,,
c1200,7,143,Morgan,"Mercy, am I relieved this Almata mess is yesterday's news.","Mercy, am I relieved this Almata mess is<br/>yesterday's news.",モーガン,アルマータの件が片付いて 本当に良かったですね～！！,アルマータの件が片付いて<br/>本当に良かったですね～！！,,
c1200,7,144,Morgan,I read all about it—they said you took down that rotten old Dantès!,I read all about it—they said you took down that<br/>rotten old Dantès!,モーガン,皆さんの噂も聞きましたよ、なんでも ボスのジェラールを討ち取ったとかっ♪,皆さんの噂も聞きましたよ、なんでも<br/>ボスのジェラールを討ち取ったとかっ♪,,
c1200,7,145,Morgan,"And thanks to you, Blacklight's nice and peaceful again. Now I can get back to selling my shooty-stabbies for the festival and...other things!","And thanks to you, Blacklight's nice and<br/>peaceful again. Now I can get back to selling my<br/>shooty-stabbies for the festival and...other things!",モーガン,ふふ、お蔭で平和が戻りました。 記念祭に向けて武器（うりもの）を仕入れないとですネッ！,ふふ、お蔭で平和が戻りました。<br/>記念祭に向けて武器（うりもの）を仕入れないとですネッ！,,
c1200,7,146,Aaron,"Other things? If you're trying to joke, it's not very funny.","Other things? If you're trying to joke, it's not<br/>very funny.",アーロン,ハッ……そいつは洒落か？,ハッ……そいつは洒落か？,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,7,147,Morgan,"Oh, dear. I'm sorry, I didn't mean to offend. I may be jocular, but I'm no joker!","Oh, dear. I'm sorry, I didn't mean to offend. I may be<br/>jocular, but I'm no joker!",モーガン,いえ、だって記念祭といえば──,いえ、だって記念祭といえば──,,
c1200,7,148,Morgan,"You see, jaeger types tend to wash up here around festival time when they don't have any other work. That's good news for me!","You see, jaeger types tend to wash up here around<br/>festival time when they don't have any other work.<br/>That's good news for me!",モーガン,共和国中からヒマな猟兵たちが遊びにきて、 商談も盛り上がりますでしょ？,共和国中からヒマな猟兵たちが遊びにきて、<br/>商談も盛り上がりますでしょ？,,
c1200,7,149,Agnes,Huh. I never thought about that before. I...guess that makes sense.,Huh. I never thought about that before. I...guess that<br/>makes sense.,アニエス,そういう事、なんですね……,そういう事、なんですね……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
c1200,7,150,Ferry,"Wow, that sounds amazing! I kinda wanna see it for myself now!","Wow, that sounds amazing! I kinda wanna see it for<br/>myself now!",フェリ,わたしもちょっと興味がありますっ！,わたしもちょっと興味がありますっ！,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
c1200,7,151,Van,You might wanna think twice before you go rollin' around with 'em. This place gets real rowdy once the festival rolls around.,You might wanna think twice before you go rollin'<br/>around with 'em. This place gets real rowdy once the<br/>festival rolls around.,ヴァン,ここいらも騒がしくなるから 気を付けとけよ？,ここいらも騒がしくなるから<br/>気を付けとけよ？,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,7,152,Morgan,I can just tell this year's festival is going to be a real boon. I'll have to stock up in advance so that I have everything for everyone!,I can just tell this year's festival is going to be a<br/>real boon. I'll have to stock up in advance so that I<br/>have everything for everyone!,モーガン,今年の記念祭、盛り上がりそうですし 沢山仕入れないとですねぇ♪,今年の記念祭、盛り上がりそうですし<br/>沢山仕入れないとですねぇ♪,,
c1200,7,153,Morgan,"Land mines, RPGs, chainsaws, submachines...ooh, and jamming devices, too. Those have been real hot commodities lately.","Land mines, RPGs, chainsaws, submachines...ooh,<br/>and jamming devices, too. Those have been real hot<br/>commodities lately.",モーガン,チェーンソーに対戦車砲（Ｒ  Ｐ  Ｇ）…… 最近は“シャード妨害（ジャミング）”なんかも需要がありそうですし。,チェーンソーに対戦車砲（Ｒ  Ｐ  Ｇ）……<br/>最近は“シャード妨害（ジャミング）”なんかも需要がありそうですし。,,
c1200,7,154,Morgan,"It's hard getting my orders through to the manufacturers, but I simply must strike while the iron's hot!","It's hard getting my orders through to the<br/>manufacturers, but I simply must strike while the<br/>iron's hot!",モーガン,対応メーカーが限られるのが難点ですが、 商人として機は逃せませんからねぇ～！,対応メーカーが限られるのが難点ですが、<br/>商人として機は逃せませんからねぇ～！,,
c1200,7,155,Morgan,"Geez Louise, it's scary to see the kind of havoc a single group of undesirables can raise.","Geez Louise, it's scary to see the kind of havoc a<br/>single group of undesirables can raise.",モーガン,いや～、怖いですねぇ。 一マフィアがここまでの事をやるだなんて。,いや～、怖いですねぇ。<br/>一マフィアがここまでの事をやるだなんて。,,
c1200,7,156,Morgan,"If the Blacklight District is this shaken up about it, I can only imagine how messy it's gotten on the surface.","If the Blacklight District is this shaken up about it, I<br/>can only imagine how messy it's gotten on<br/>the surface.",モーガン,黒芒街も見ての通りですが 地上はさぞ混乱している事でしょう……,黒芒街も見ての通りですが<br/>地上はさぞ混乱している事でしょう……,,
c1200,7,157,Morgan,"I'm scared to think where all this might be headed. Hopefully it doesn't snowball into something even worse, but who knows? *sigh*","I'm scared to think where all this might be headed.<br/>Hopefully it doesn't snowball into something even<br/>worse, but who knows? *sigh*",モーガン,この事態、一体どこへ向かうのか…… はぁ、あまり大事にならなきゃいいんですが。,この事態、一体どこへ向かうのか……<br/>はぁ、あまり大事にならなきゃいいんですが。,,
c1200,7,158,Morgan,"Perhaps it's time I dug out some of my rarer merchandise. Normally these don't sell so easy, but you never know.","Perhaps it's time I dug out some of my<br/>rarer merchandise. Normally these don't sell so easy,<br/>but you never know.",モーガン,とりあえず、普段は売れないレア商品を 引っ張り出しておきましょうか。,とりあえず、普段は売れないレア商品を<br/>引っ張り出しておきましょうか。,,
c1200,7,159,Morgan,"Let's see. I've got my mines, my RPGs... What else can I put out for sale? Choices, choices...","Let's see. I've got my mines, my RPGs... What else<br/>can I put out for sale? Choices, choices...",モーガン,地雷に対戦車砲…… あとは何がいいですかねぇ～……,地雷に対戦車砲……<br/>あとは何がいいですかねぇ～……,,
c1200,7,160,Morgan,"Times like these, it's hard to predict what people want. Maybe I should put out some of my less popular items and see if I get any bites.","Times like these, it's hard to predict what<br/>people want. Maybe I should put out some of my less<br/>popular items and see if I get any bites.",モーガン,こんな状況ですし、何が売れるか分かりません。 普段は売れない品も出しておきましょうかねぇ。,こんな状況ですし、何が売れるか分かりません。<br/>普段は売れない品も出しておきましょうかねぇ。,,
c1200,7,161,Morgan,"I had some business to negotiate with an old friend today—and mercy, she really likes to play hardball with me.","I had some business to negotiate with an old friend<br/>today—and mercy, she really likes to play hardball<br/>with me.",モーガン,今日は昔馴染と商談をしてきたんですが…… ふう、相変わらず手厳しい方で。,今日は昔馴染と商談をしてきたんですが……<br/>ふう、相変わらず手厳しい方で。,,
c1200,7,162,Morgan,"I thought raising her daughter and moving to Crossbell might've softened her up a little, but nope!","I thought raising her daughter and moving to<br/>Crossbell might've softened her up a little, but nope!",モーガン,娘さんが産まれて、クロスベルに移ってからは 少しは柔らかくなったかと思いきや……,娘さんが産まれて、クロスベルに移ってからは<br/>少しは柔らかくなったかと思いきや……,,
c1200,7,163,Morgan,"That daughter of hers? Wouldn't you know it, she's in the arms dealing business, too! And darn tootin', she's good at it.","That daughter of hers? Wouldn't you know it, she's in<br/>the arms dealing business, too! And darn tootin', she's<br/>good at it.",モーガン,今度はその娘さんまで武器商人を始めて、 それがまたやり手でどうにもこうにも……,今度はその娘さんまで武器商人を始めて、<br/>それがまたやり手でどうにもこうにも……,,
c1200,7,164,Morgan,"Word is, she even has her own airship now! She really does take after her mother. I might have a real firecracker on my hands when she grows up...","Word is, she even has her own airship now! She really<br/>does take after her mother. I might have a real<br/>firecracker on my hands when she grows up...",モーガン,最近では飛行船まで手に入れたらしく。 いや～、末恐ろしいとはこの事ですよ。,最近では飛行船まで手に入れたらしく。<br/>いや～、末恐ろしいとはこの事ですよ。,,
c1200,7,165,Morgan,"I got that deal done, in the end...but I'm telling you, they make for one scary duo.","I got that deal done, in the end...but I'm telling you,<br/>they make for one scary duo.",モーガン,商談はどうにか纏まりましたけど、 いやはや恐ろしい母娘ですよ……,商談はどうにか纏まりましたけど、<br/>いやはや恐ろしい母娘ですよ……,,
c1200,7,166,Morgan,"Whatever happened to throwing your old friend a bone? Chivalry's dead, I tell you! *sigh* Ah, well.","Whatever happened to throwing your old friend<br/>a bone? Chivalry's dead, I tell you! *sigh* Ah, well.",モーガン,いくら昔馴染とはいえ、もう少し 手加減してほしいものですねぇ～。,いくら昔馴染とはいえ、もう少し<br/>手加減してほしいものですねぇ～。,,
c1200,7,167,Morgan,Today I mosey on up to Altair for a little business negotiating.,Today I mosey on up to Altair for a little<br/>business negotiating.,モーガン,今日はアルタイル市の方まで 商談に行く予定なんです。,今日はアルタイル市の方まで<br/>商談に行く予定なんです。,,
c1200,7,168,Morgan,"I've gotta set the stage juuust right—that means triple-checking my schedule, arranging gifts and favors, the whole nine arge.","I've gotta set the stage juuust right—that means<br/>triple-checking my schedule, arranging gifts and<br/>favors, the whole nine arge.",モーガン,ふふ、先方に失礼があってはいけませんからね。 時間の再確認に、手土産も用意して……,ふふ、先方に失礼があってはいけませんからね。<br/>時間の再確認に、手土産も用意して……,,
c1200,7,169,Morgan,"Maybe I should include little notes, too. New Year's IS almost here! I'm sure they'd appreciate the goodwill.","Maybe I should include little notes, too. New Year's<br/>IS almost here! I'm sure they'd appreciate<br/>the goodwill.",モーガン,そうそう、簡単なお手紙も添えましょうか。 年の瀬も近づいて来ましたし……♪,そうそう、簡単なお手紙も添えましょうか。<br/>年の瀬も近づいて来ましたし……♪,,
c1200,7,170,Quatre,(He SOUNDS perfectly polite and thoughtful...but I don't want to even think about what he'd put on those notes.),(He SOUNDS perfectly polite and thoughtful...but I<br/>don't want to even think about what he'd put on<br/>those notes.),カトル,（て、丁寧な人なんだね、中身は……）,（て、丁寧な人なんだね、中身は……）,,"<img class=""itp-kuro"" src=""itp/11/avfc0004_out.webp""/>"
c1200,7,171,Van,"(Yeeeah, I feel sorry for the poor schmucks he's workin' with.)","(Yeeeah, I feel sorry for the poor schmucks he's<br/>workin' with.)",ヴァン,（ああ、中身だけはな……）,（ああ、中身だけはな……）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,7,172,Morgan,"Oh, I remember seeing you all pass through here earlier. I'm glad to see you managed to reunite with Mr. Van!","Oh, I remember seeing you all pass through<br/>here earlier. I'm glad to see you managed to reunite<br/>with Mr. Van!",モーガン,おや、先ほども通りがかった皆さん…… 無事ヴァンさんと合流できたんですねぇ♪,おや、先ほども通りがかった皆さん……<br/>無事ヴァンさんと合流できたんですねぇ♪,,
c1200,7,173,Morgan,"Just be careful where you walk! The more trouble you can avoid, the better. Blacklight's full of danger— STRANGER danger, especially!","Just be careful where you walk! The more trouble you<br/>can avoid, the better. Blacklight's full of danger—<br/>STRANGER danger, especially!",モーガン,でも気を付けてくださいよ？ 今更ですけど黒芒街（ここ）は危険で一杯なんですから。,でも気を付けてくださいよ？<br/>今更ですけど黒芒街（ここ）は危険で一杯なんですから。,,
c1200,7,174,Morgan,"Don't make eye contact with anybody who looks the least bit suspicious, all righty? It's for your safety.","Don't make eye contact with anybody who looks the<br/>least bit suspicious, all righty? It's for your safety.",モーガン,トラブルは極力避けて。見るからに怪しい人と 目なんて合わせてはいけませんよ？,トラブルは極力避けて。見るからに怪しい人と<br/>目なんて合わせてはいけませんよ？,,
c1200,7,175,Agnes,"O-Okay. Thank you for the advice, sir.","O-Okay. Thank you for the advice, sir.",アニエス,は、はい……ご忠告はありがたいのですけど……,は、はい……ご忠告はありがたいのですけど……,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
c1200,7,176,Lisette,"Not to change the subject, but may I ask why you wear that mask? Its design is quite...curious.","Not to change the subject, but may I ask why you<br/>wear that mask? Its design is quite...curious.",リゼット,ちなみに……つかぬ事をお伺いしますが、 そのマスクは一体……？,ちなみに……つかぬ事をお伺いしますが、<br/>そのマスクは一体……？,,"<img class=""itp-kuro"" src=""itp/11/avfc5005_out.webp""/>"
c1200,7,177,Morgan,"Oh, you mean this thing? Gee willickers, I feel so darn silly talking about it...","Oh, you mean this thing? Gee willickers, I feel so<br/>darn silly talking about it...",モーガン,ああ、これですか？ ……いやあ、お恥ずかしいですねぇ～……,ああ、これですか？<br/>……いやあ、お恥ずかしいですねぇ～……,,
c1200,7,178,Morgan,"Call it a little indulgence of mine. In another life, I was a little...naughty, you see. ㈱","Call it a little indulgence of mine. In another life, I<br/>was a little...naughty, you see. ㈱",モーガン,その……最低限の嗜みといいますか。 これでも一応、元脱獄囚ですので♪,その……最低限の嗜みといいますか。<br/>これでも一応、元脱獄囚ですので♪,,
c1200,7,179,Ferry,"Oh. That's, uh...neat. (I guess it's just kinda his own weird little quirk?)","Oh. That's, uh...neat.<br/>(I guess it's just kinda his own weird little quirk?)",フェリ,そ、そうなんですね…… （これも個性、なんでしょうか……？）,そ、そうなんですね……<br/>（これも個性、なんでしょうか……？）,,"<img class=""itp-kuro"" src=""itp/11/avfc5003_out.webp""/>"
c1200,7,180,Aaron,"(Quirk, my ass. Man's creepy as all get out.)","(Quirk, my ass. Man's creepy as all get out.)",アーロン,（いや不気味すぎんだろうがよ……）,（いや不気味すぎんだろうがよ……）,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,7,181,Van,"(I know he's weird, but that's just the way Blacklight is. Just roll with it, 'kay?)","(I know he's weird, but that's just the way<br/>Blacklight is. Just roll with it, 'kay?)",ヴァン,（ま、その辺りは放っといてやれ。）,（ま、その辺りは放っといてやれ。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,7,182,Morgan,"Watch your step when you're walking around here! The Blacklight District is full of danger— STRANGER danger, especially!","Watch your step when you're walking around here!<br/>The Blacklight District is full of danger—<br/>STRANGER danger, especially!",モーガン,黒芒街（ここ）は危険で一杯なので、 皆さんどうか気を付けてくださいね！,黒芒街（ここ）は危険で一杯なので、<br/>皆さんどうか気を付けてくださいね！,,
c1200,7,183,Morgan,"Come back soon, all righty? Always happy to serve you!","Come back soon, all righty? Always happy to<br/>serve you!",モーガン,またのお越しをお待ちしておりますっ♪,またのお越しをお待ちしておりますっ♪,,
c1200,7,184,Morgan,"Howdy there, Spriggidy-do! And is THAT the Immovable Mr. Zin I see? Well, butter my butt and call me a biscuit! How've you been, big guy?","Howdy there, Spriggidy-do! And is THAT the<br/>Immovable Mr. Zin I see? Well, butter my butt and<br/>call me a biscuit! How've you been, big guy?",モーガン,やあ、ヴァンさんじゃないですか。 それに《不動》さんまで……お久しぶりですねぇ！,やあ、ヴァンさんじゃないですか。<br/>それに《不動》さんまで……お久しぶりですねぇ！,,
c1200,7,185,Van,"Wait, you guys know each other? You really are a celebrity down here, ain'tcha?","Wait, you guys know each other? You really are a<br/>celebrity down here, ain'tcha?",ヴァン,なんだ、コイツとも顔見知りかよ。 相変わらず顔が広い奴だな。,なんだ、コイツとも顔見知りかよ。<br/>相変わらず顔が広い奴だな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,7,186,Immovable Jin,I wouldn't say that. Morgan just happens to be one of the more reputable merchants here—and I do sometimes employ his services.,I wouldn't say that. Morgan just happens to be one of<br/>the more reputable merchants here—and I do<br/>sometimes employ his services.,不動のジン,まあカルバードで裏の武器商人といやあ まずはこの男だろうしな。,まあカルバードで裏の武器商人といやあ<br/>まずはこの男だろうしな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0111_out.webp""/>"
c1200,7,187,Immovable Jin,"He kinda tiptoes the legal line, but he's been an invaluable informant for us at the guild, so we just sort of look the other way.","He kinda tiptoes the legal line, but he's been an<br/>invaluable informant for us at the guild, so we just<br/>sort of look the other way.",不動のジン,ギルドの立場からは微妙な所もあるが…… 情報源として何度か世話になった事もあるな。,ギルドの立場からは微妙な所もあるが……<br/>情報源として何度か世話になった事もあるな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0111_out.webp""/>"
c1200,7,188,Morgan,"Oh, mercy, that's... That's so nice of you, Mr. Zin. Too nice, in fact—I haven't done that much, really.","Oh, mercy, that's... That's so nice of you, Mr. Zin.<br/>Too nice, in fact—I haven't done that much, really.",モーガン,そんなっ、恐縮です…… 私なんて大したことは……,そんなっ、恐縮です……<br/>私なんて大したことは……,,
c1200,7,189,Morgan,"I still feel terrible that I couldn't help you before... I'm so sorrily sorry! I'm pathetic, I tell you. Just a failure in the eyes of Aidios...","I still feel terrible that I couldn't help you before...<br/>I'm so sorrily sorry! I'm pathetic, I tell you. Just a<br/>failure in the eyes of Aidios...",モーガン,あの件だって結局何もできず…… スミマセン、スミマセン！　無力な人間で……！,あの件だって結局何もできず……<br/>スミマセン、スミマセン！　無力な人間で……！,,
c1200,7,190,Van,"(Y'know, it's weird as hell seein' a guy in a mask beatin' up on himself like that. It's givin' me whiplash.)","(Y'know, it's weird as hell seein' a guy in a mask<br/>beatin' up on himself like that. It's givin'<br/>me whiplash.)",ヴァン,（このナリで低姿勢なのが   逆に不気味なんだがな……）,（このナリで低姿勢なのが<br/>  逆に不気味なんだがな……）,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,7,191,Immovable Jin,"(Hahaha! Yeah, I get that. He's an eccentric fellow, but I take it to mean he's a good guy at heart.)","(Hahaha! Yeah, I get that. He's an eccentric fellow,<br/>but I take it to mean he's a good guy at heart.)",不動のジン,（はっはっは、まあ色々あるが   性根はいい奴という事だろう。）,（はっはっは、まあ色々あるが<br/>  性根はいい奴という事だろう。）,,"<img class=""itp-kuro"" src=""itp/11/avfc0111_out.webp""/>"
c1200,7,192,Morgan,"Well, shut my mouth! I'm surprised to see you two boys mingling together.","Well, shut my mouth! I'm surprised to see you two<br/>boys mingling together.",モーガン,ふふ、それにしてもお二人が 一緒にいらっしゃるだなんて。,ふふ、それにしてもお二人が<br/>一緒にいらっしゃるだなんて。,,
c1200,7,193,Morgan,I have a whole slew of outposts scattered around Calvard—I just happen to be staying around the Blacklight District for the time being.,I have a whole slew of outposts scattered around<br/>Calvard—I just happen to be staying around the<br/>Blacklight District for the time being.,モーガン,私、共和国内にもいくつか拠点がありますけど 最近は黒芒街中心にお仕事させてもらってます。,私、共和国内にもいくつか拠点がありますけど<br/>最近は黒芒街中心にお仕事させてもらってます。,,
c1200,7,194,Morgan,"By all means, feel free to look around and browse my merchandise! I'm more than happy to show you all of the wonderful blessings I have! ㈱","By all means, feel free to look around and browse<br/>my merchandise! I'm more than happy to show you<br/>all of the wonderful blessings I have! ㈱",モーガン,今日はぜひお買い物していってくださいね！ いい商品をお出ししますから♪,今日はぜひお買い物していってくださいね！<br/>いい商品をお出ししますから♪,,
c1200,8,195,Morgan,"Of course! If we can be of any use, we'll be happy to help.","Of course! If we can be of any use, we'll be happy<br/>to help.",モーガン,ええ、自分たちで良ければ協力しますよ。,ええ、自分たちで良ければ協力しますよ。,,
c1200,8,196,Morgan,I'm sure I can borrow a part or two from our cutting-edge RPGs—we'll have that covered for you lickety-split!,I'm sure I can borrow a part or two from our<br/>cutting-edge RPGs—we'll have that covered for<br/>you lickety-split!,モーガン,最新式のＲＰＧ砲を分解すれば この部品はまかなえそうです♪,最新式のＲＰＧ砲を分解すれば<br/>この部品はまかなえそうです♪,,
c1200,8,197,Emai,"Don't forget about me, either. I have some black market wares that are sure to catch your eye.","Don't forget about me, either. I have some black<br/>market wares that are sure to catch your eye.",イーマイ,ほっほ、ワシも闇市で仕入れた 面白い品を持っておるぞ。,ほっほ、ワシも闇市で仕入れた<br/>面白い品を持っておるぞ。,,
c1200,8,198,Emai,They should help you procure those materials you're after. Just be warned: they don't come cheap!,They should help you procure those materials<br/>you're after. Just be warned: they don't come cheap!,イーマイ,お前さんらが捜しておる素材に使えそうじゃ。 もっとも値は張るがのう～！,お前さんらが捜しておる素材に使えそうじゃ。<br/>もっとも値は張るがのう～！,,
c1200,8,199,Van,"Heh. Still hustlin', huh? Glad to see you workin' together, at least.","Heh. Still hustlin', huh? Glad to see you workin'<br/>together, at least.",ヴァン,やれやれ……だが爺さんたちも一応 協力してくれてるみてえだな。,やれやれ……だが爺さんたちも一応<br/>協力してくれてるみてえだな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,8,200,Emai,"But of course! Why wouldn't we? All we want is a nice, peaceful marketplace for our business—and we'll do all we can to get it back.","But of course! Why wouldn't we? All we want is a<br/>nice, peaceful marketplace for our business—and we'll<br/>do all we can to get it back.",イーマイ,うむうむ、これも安心して商売が できる地を取り戻すためじゃ。,うむうむ、これも安心して商売が<br/>できる地を取り戻すためじゃ。,,
c1200,8,201,Morgan,I hear you're taking part in that big infiltration mission.,I hear you're taking part in that big<br/>infiltration mission.,モーガン,皆さんこそ突入作戦に参加するとか…… どうにも心配ですが……,皆さんこそ突入作戦に参加するとか……<br/>どうにも心配ですが……,,
c1200,8,202,Morgan,"Now, being honest, I'm worried sick, but nevertheless, we'll do everything we can to help you out! Goddess bless you!","Now, being honest, I'm worried sick, but<br/>nevertheless, we'll do everything we can to help<br/>you out! Goddess bless you!",モーガン,私たちも全力で応援しますからっ！ どうか皆さんに女神の加護を──！,私たちも全力で応援しますからっ！<br/>どうか皆さんに女神の加護を──！,,
